McCabeCyclomaticComplexity,LinesOfCodeInCallable,NumberOfLambdaExpressionsInCallable,NumberOfMethodReferencesPerCallable,AverageNumberOfAddedLines,MaxNumberOfAddedLines,Age,AverageTimeBetweenChanges,NumberOfBugFixes,CodeChurn,MeanCommitMessageLength,NumberOfRevisions,NumberOfCommitsWithoutMessage,DaysWithCommits,AverageNumberOfDeletedLines,MaxNumberOfDeletedLines,MeanAuthorCommits,NumberOfDistinctCommitters,AverageNumberOfModifiedLines,MaxNumberOfModifiedLines,NumberOfRefactorings,AuthorFragmentation,TimePassedSinceTheLastChange,Severity
7,32,0,0,11.5,33,1100,199,0,36,109.0,4,0,4,2.5,8,1415.3333333333333,3,14.0,33,0,7,301,2
1,3,0,0,3.0,4,994,44,0,4,108.0,2,0,2,1.0,2,94.0,1,4.0,4,0,1,906,0
1,3,0,0,4.0,4,1115,0,0,4,43.0,1,0,1,0.0,0,40.0,1,4.0,4,0,2,1115,0
5,14,0,0,8.666666666666666,16,1779,500,1,15,50.0,3,0,3,3.6666666666666665,7,23630.0,1,12.333333333333334,16,0,1,277,0
1,3,0,0,4.0,4,306,0,0,4,28.0,1,0,1,0.0,0,2.0,1,4.0,4,0,1,306,0
2,7,0,0,9.0,9,1892,0,0,9,130.0,1,0,1,0.0,0,1178.0,1,9.0,9,0,1,1892,0
1,3,0,0,4.0,4,32,0,0,4,111.0,1,0,1,0.0,0,23.0,1,4.0,4,0,2,32,0
6,21,0,0,3.7777777777777777,16,4238,416,4,25,81.55555555555556,9,0,9,1.0,2,3922.3333333333335,6,4.777777777777778,16,0,10,486,1
1,33,0,0,42.0,42,138,0,0,42,83.0,1,0,1,0.0,0,403.0,1,42.0,42,0,1,138,1
1,6,0,0,8.0,8,2129,0,0,8,35.0,1,0,1,0.0,0,67.0,1,8.0,8,0,1,2129,0
1,3,0,0,1.75,4,836,142,0,4,90.25,4,0,3,0.75,1,1358.3333333333333,3,2.5,4,0,2,268,0
1,3,0,0,4.0,4,1008,0,1,4,67.0,1,0,1,0.0,0,142.0,1,4.0,4,0,1,1008,0
1,3,0,0,4.0,4,80,0,0,4,24.0,1,0,1,0.0,0,93.0,1,4.0,4,0,1,80,0
2,6,0,0,5.0,6,2574,977,1,7,46.0,2,0,2,1.5,3,3829.0,1,6.5,7,0,1,620,0
1,3,0,0,4.0,4,441,0,0,4,79.0,1,0,1,0.0,0,99.0,1,4.0,4,0,2,441,0
1,3,0,0,4.0,4,1438,0,0,4,92.0,1,0,1,0.0,0,54.0,1,4.0,4,0,1,1438,0
3,10,0,0,11.0,11,1480,0,0,11,29.0,1,0,1,0.0,0,1097.0,1,11.0,11,0,3,1480,0
6,16,0,0,17.25,32,3503,682,1,27,69.0,4,0,4,10.5,28,1690.3333333333333,3,27.75,56,0,3,773,1
3,9,0,0,11.0,11,1082,0,0,11,21.0,1,0,1,0.0,0,28.0,1,11.0,11,0,1,1082,0
2,6,0,0,2.75,7,1361,214,0,7,57.75,4,0,4,1.0,2,691.0,3,3.75,7,0,3,504,0
3,18,0,0,19.857142857142858,48,2058,4,7,23,57.42857142857143,7,0,7,16.571428571428573,33,104.0,2,36.42857142857143,48,0,2,2030,1
1,3,0,0,4.5,8,1120,259,0,4,26.0,2,0,2,2.5,5,852.5,2,7.0,8,0,2,602,0
5,46,0,0,28.0,54,632,253,0,54,58.5,2,0,2,1.0,2,195.5,2,29.0,54,0,3,126,2
1,3,0,0,4.0,4,425,0,0,4,58.0,1,0,1,0.0,0,45.0,1,4.0,4,0,2,425,0
1,3,0,0,4.0,4,1588,0,0,4,60.0,1,0,1,0.0,0,1060.0,1,4.0,4,0,3,1588,0
8,30,0,0,32.0,42,2243,16,0,48,43.5,2,0,2,8.0,16,2113.5,2,40.0,42,0,2,2211,2
1,4,0,0,5.5,6,1105,2,1,8,30.5,2,0,2,1.5,3,318.0,1,7.0,8,0,2,1100,0
6,27,0,0,29.0,29,1007,0,0,29,14.0,1,0,1,0.0,0,99.0,1,29.0,29,0,1,1007,1
1,3,0,0,3.5,6,4003,143,1,4,218.0,2,0,2,1.5,3,402.0,2,5.0,6,1,2,3717,0
1,4,0,0,5.0,5,795,0,0,5,69.0,1,0,1,0.0,0,677.0,1,5.0,5,0,1,795,0
1,3,0,0,3.0,4,1116,493,0,4,75.0,2,0,2,1.0,2,3829.0,1,4.0,4,0,1,129,0
1,3,0,0,3.2,8,3828,326,1,3,79.6,5,0,5,2.6,10,2215.6666666666665,3,5.8,12,1,1,2198,0
1,3,0,0,4.0,4,903,0,0,4,46.0,1,0,1,0.0,0,727.0,1,4.0,4,0,2,903,0
1,4,0,0,5.0,5,449,0,0,5,16.0,1,0,1,0.0,0,54.0,1,5.0,5,0,1,449,0
1,3,0,0,2.3333333333333335,5,93,0,1,4,51.333333333333336,3,0,2,1.0,2,1086.0,1,3.3333333333333335,5,1,1,92,0
1,3,0,0,3.0,4,522,46,0,4,59.0,2,0,2,1.0,2,2141.0,1,4.0,4,0,1,429,0
1,4,0,0,5.0,44,4546,120,3,6,56.2,15,1,13,4.6,34,2353.222222222222,9,9.6,44,0,2,2743,0
1,3,0,0,4.0,4,238,0,0,4,204.0,1,0,1,0.0,0,5990.0,1,4.0,4,0,1,238,0
1,3,0,0,4.0,4,154,0,0,4,35.0,1,0,1,0.0,0,61.0,1,4.0,4,0,1,154,0
1,3,0,0,4.0,4,1799,0,0,4,39.0,1,0,1,0.0,0,209.0,1,4.0,4,0,1,1799,0
2,20,0,0,22.0,22,115,0,0,22,60.0,1,0,1,0.0,0,388.0,1,22.0,22,0,1,115,0
1,3,0,0,4.0,4,154,0,0,4,35.0,1,0,1,0.0,0,61.0,1,4.0,4,0,1,154,0
1,3,0,0,4.0,4,802,0,0,4,66.0,1,0,1,0.0,0,13.0,1,4.0,4,0,1,802,0
1,13,0,0,14.0,14,1082,0,0,14,21.0,1,0,1,0.0,0,28.0,1,14.0,14,0,4,1082,0
1,4,0,0,5.0,6,1113,382,0,7,106.5,2,0,2,1.5,3,4094.0,1,6.5,7,0,1,348,0
1,3,0,0,4.0,4,913,0,0,4,68.0,1,0,1,0.0,0,1.0,1,4.0,4,0,3,913,0
4,14,0,0,8.5,16,1956,599,1,16,52.5,2,0,2,0.5,1,587.5,2,9.0,16,0,3,758,0
2,9,0,0,10.0,10,787,0,0,10,40.0,1,0,1,0.0,0,41.0,1,10.0,10,0,1,787,0
5,13,0,0,7.666666666666667,20,3414,111,0,15,72.0,6,0,6,5.166666666666667,25,361.0,2,12.833333333333334,31,1,1,2744,0
1,3,0,0,4.0,4,2180,0,0,4,111.0,1,0,1,0.0,0,1974.0,1,4.0,4,0,1,2180,0
2,7,0,0,5.0,9,624,0,1,9,24.0,2,0,1,0.5,1,944.5,2,5.5,9,0,2,624,0
1,3,0,0,4.0,4,4130,0,0,4,34.0,1,0,1,0.0,0,3136.0,1,4.0,4,0,1,4130,0
6,9,0,0,6.5,10,4420,579,0,10,188.0,2,0,2,1.5,3,155.0,2,8.0,10,0,2,3261,0
4,17,0,0,6.666666666666667,18,1638,204,0,18,59.666666666666664,3,0,3,0.6666666666666666,1,661.0,2,7.333333333333333,18,1,3,1024,0
11,45,0,0,10.142857142857142,50,3533,373,0,56,57.857142857142854,7,0,6,2.142857142857143,8,793.0,1,12.285714285714286,50,1,2,917,2
1,3,0,0,2.0,2,640,0,0,2,43.0,1,0,1,0.0,0,66.0,1,2.0,2,0,1,640,0
1,3,0,0,4.0,4,1194,0,0,4,15.0,1,0,1,0.0,0,1.0,1,4.0,4,0,3,1194,0
1,3,0,0,4.0,4,1567,0,0,4,25.0,1,0,1,0.0,0,389.0,1,4.0,4,0,2,1567,0
2,8,0,0,9.0,9,162,0,0,9,115.0,1,0,1,0.0,0,528.0,1,9.0,9,0,4,162,0
3,12,0,0,16.0,16,431,0,0,16,18.0,1,0,1,0.0,0,1.0,1,16.0,16,0,1,431,0
5,25,0,0,5.8,27,1713,225,1,26,98.8,5,0,5,0.6,1,895.6,5,6.4,27,0,4,586,0
1,4,0,0,4.0,6,2303,490,0,6,75.0,2,0,2,1.0,2,224.5,2,5.0,6,0,3,1322,0
1,2,0,0,3.0,3,119,0,1,3,35.0,1,0,1,0.0,0,874.0,1,3.0,3,0,1,119,0
1,3,0,0,4.0,4,404,0,0,4,66.0,1,0,1,0.0,0,385.0,1,4.0,4,0,1,404,0
2,9,0,0,6.0,11,2155,2,0,11,45.0,2,0,2,0.5,1,1061.0,1,6.5,11,0,1,2150,0
1,4,0,0,5.0,5,686,0,0,5,59.0,1,0,1,0.0,0,2556.0,1,5.0,5,0,1,686,0
1,3,0,0,4.0,4,630,0,0,4,4.0,1,0,1,0.0,0,138.0,1,4.0,4,0,1,630,0
6,24,0,0,8.0,34,2910,513,1,34,55.0,5,0,5,1.2,2,1690.5,2,9.2,34,1,3,343,1
1,3,0,0,4.0,4,4077,0,0,4,60.0,1,0,1,0.0,0,268.0,1,4.0,4,0,2,4077,0
1,3,0,0,2.0,4,1736,215,0,4,91.66666666666667,3,0,3,0.6666666666666666,1,661.0,2,2.6666666666666665,4,2,2,1089,0
1,3,0,0,4.0,4,1082,0,0,4,21.0,1,0,1,0.0,0,28.0,1,4.0,4,0,1,1082,0
3,12,0,0,5.75,13,1602,383,0,13,27.75,4,0,3,2.5,4,1369.6666666666667,3,8.25,13,0,3,70,0
1,3,0,0,4.0,4,4129,0,0,4,12.0,1,0,1,0.0,0,3829.0,1,4.0,4,0,1,4129,0
2,5,0,0,4.0,7,2114,244,1,7,38.5,2,0,2,0.5,1,70.0,1,4.5,7,0,1,1625,0
1,3,0,0,2.5,4,1222,584,0,4,65.5,2,0,2,0.5,1,1251.0,2,3.0,4,0,3,54,0
3,8,0,0,7.0,7,817,0,0,7,71.0,1,0,1,0.0,0,56.0,1,7.0,7,0,1,817,0
1,3,0,0,4.0,4,4129,0,0,4,12.0,1,0,1,0.0,0,3829.0,1,4.0,4,0,1,4129,0
1,3,0,0,4.0,4,5925,0,0,4,15.0,1,0,1,0.0,0,918.0,1,4.0,4,0,1,5925,0
1,3,0,0,4.0,4,1010,0,0,4,57.0,1,0,1,0.0,0,107.0,1,4.0,4,0,1,1010,0
4,12,0,0,7.5,13,1222,584,0,13,65.5,2,0,2,1.0,2,1251.0,2,8.5,13,0,2,54,0
2,7,0,0,4.5,8,1594,509,0,8,37.5,2,0,2,0.5,1,902.0,1,5.0,8,1,2,576,0
1,3,0,0,4.0,4,965,0,0,4,108.0,1,0,1,0.0,0,80.0,1,4.0,4,0,1,965,0
1,3,0,0,4.0,4,1655,0,0,4,26.0,1,0,1,0.0,0,434.0,1,4.0,4,0,1,1655,0
1,3,0,0,2.0,2,3909,0,0,2,118.0,1,0,1,0.0,0,1305.0,1,2.0,2,0,1,3909,0
4,29,0,0,30.0,30,1891,0,0,30,54.0,1,0,1,0.0,0,1847.0,1,30.0,30,0,1,1891,0
1,3,0,0,4.0,4,1567,0,0,4,25.0,1,0,1,0.0,0,389.0,1,4.0,4,0,1,1567,0
3,3,0,0,4.0,4,1422,0,0,4,14.0,1,0,1,0.0,0,2.0,1,4.0,4,0,2,1422,0
1,6,0,0,4.5,8,851,42,0,8,44.0,2,0,2,0.5,1,2956.0,2,5.0,8,0,2,766,0
1,3,2,0,4.0,4,718,0,0,4,82.0,1,0,1,0.0,0,36.0,1,4.0,4,0,2,718,0
1,3,0,0,4.0,4,2399,0,0,4,24.0,1,0,1,0.0,0,37.0,1,4.0,4,0,1,2399,0
9,88,5,1,16.166666666666668,333,465,10,7,130,49.11904761904762,42,0,40,13.071428571428571,218,1165.25,12,29.238095238095237,333,2,13,9,3
1,3,0,0,4.0,4,464,0,0,4,45.0,1,0,1,0.0,0,1361.0,1,4.0,4,0,1,464,0
2,6,0,0,8.0,8,774,0,0,8,43.0,1,0,1,0.0,0,1434.0,1,8.0,8,0,1,774,0
1,3,0,0,4.0,4,965,0,0,4,108.0,1,0,1,0.0,0,80.0,1,4.0,4,0,1,965,0
1,4,0,0,5.0,5,124,0,1,5,52.0,1,0,1,0.0,0,25.0,1,5.0,5,0,1,124,0
2,3,0,0,4.0,4,1935,0,0,4,102.0,1,0,1,0.0,0,457.0,1,4.0,4,0,1,1935,0
3,8,0,0,9.0,9,1210,0,0,9,22.0,1,0,1,0.0,0,110.0,1,9.0,9,0,2,1210,0
8,52,2,0,10.181818181818182,39,1691,108,0,66,86.0,11,0,11,4.181818181818182,25,1113.2,5,14.363636363636363,57,2,18,494,2
1,3,0,0,4.0,4,2976,0,0,4,74.0,1,0,1,0.0,0,3829.0,1,4.0,4,0,1,2976,0
1,3,0,0,4.0,4,674,0,0,4,80.0,1,0,1,0.0,0,772.0,1,4.0,4,0,1,674,0
2,7,0,0,8.0,8,3451,0,0,8,23.0,1,0,1,0.0,0,622.0,1,8.0,8,0,1,3451,0
1,7,0,0,4.5,8,434,148,0,8,48.0,2,0,2,0.5,1,497.0,2,5.0,8,1,2,138,0
2,7,0,0,8.0,8,1882,0,0,8,40.0,1,0,1,0.0,0,11.0,1,8.0,8,0,1,1882,0
1,3,0,0,4.0,4,1871,0,0,4,25.0,1,0,1,0.0,0,81.0,1,4.0,4,0,1,1871,0
5,28,0,0,37.0,37,561,0,0,37,49.0,1,0,1,0.0,0,741.0,1,37.0,37,0,1,561,0
1,3,0,0,5.0,5,1913,0,0,5,76.0,1,0,1,0.0,0,1065.0,1,5.0,5,0,2,1913,0
1,5,0,0,2.6666666666666665,5,700,198,1,6,47.333333333333336,3,0,3,0.6666666666666666,1,46.5,2,3.3333333333333335,5,0,3,106,0
2,22,0,0,32.0,32,954,0,0,32,71.0,1,0,1,0.0,0,161.0,1,32.0,32,0,1,954,0
5,13,0,0,16.0,16,1505,0,0,16,33.0,1,0,1,0.0,0,1515.0,1,16.0,16,0,1,1505,0
1,5,0,0,3.5,6,2059,153,0,6,59.5,2,0,2,0.5,1,3829.0,1,4.0,6,0,1,1752,0
1,4,0,0,5.0,5,1010,0,0,5,57.0,1,0,1,0.0,0,107.0,1,5.0,5,0,1,1010,0
2,11,0,0,9.5,15,1010,21,0,15,55.5,2,0,2,2.0,4,107.0,1,11.5,15,0,1,968,0
3,9,0,0,10.0,10,286,0,0,10,33.0,1,0,1,0.0,0,6.0,1,10.0,10,1,1,286,0
4,17,0,0,21.0,21,2331,0,0,21,43.0,1,0,1,0.0,0,778.0,1,21.0,21,0,5,2331,1
1,26,6,0,34.0,34,385,0,0,34,29.0,1,0,1,0.0,0,405.0,1,34.0,34,0,7,385,1
2,6,0,0,7.0,7,373,0,0,7,5.0,1,0,1,0.0,0,22.0,1,7.0,7,0,1,373,0
4,16,0,0,6.25,13,2140,166,2,20,68.25,4,0,3,1.25,3,248.0,3,7.5,16,0,4,1476,0
15,76,0,0,13.416666666666666,96,726,57,1,84,89.0,12,0,9,6.416666666666667,14,645.6,5,19.833333333333332,96,0,18,37,3
1,3,0,0,2.5,4,1949,101,0,4,110.0,2,0,2,0.5,1,854.5,2,3.0,4,0,2,1746,0
4,15,0,0,8.0,15,191,4,0,16,61.0,2,0,2,0.0,0,142.0,2,8.0,15,0,2,182,0
1,6,0,0,11.0,11,1115,0,0,11,43.0,1,0,1,0.0,0,40.0,1,11.0,11,0,1,1115,0
3,9,0,0,14.0,14,935,0,0,14,73.0,1,0,1,0.0,0,85.0,1,14.0,14,0,2,935,0
1,3,0,0,4.0,4,2383,0,0,4,113.0,1,0,1,0.0,0,109.0,1,4.0,4,0,1,2383,0
11,38,0,0,40.0,40,2474,0,0,40,28.0,1,0,1,0.0,0,89.0,1,40.0,40,0,2,2474,2
3,15,0,0,16.0,16,1935,0,0,16,102.0,1,0,1,0.0,0,457.0,1,16.0,16,0,1,1935,0
1,3,0,0,3.0,5,2724,833,0,5,110.5,2,0,2,0.5,1,1116.5,2,3.5,5,0,2,1058,0
1,6,0,0,4.666666666666667,10,309,23,1,11,77.66666666666667,3,0,3,1.0,2,1252.0,3,5.666666666666667,10,0,6,240,0
4,20,0,0,11.0,21,1442,688,0,21,106.0,2,0,2,0.5,1,3099.0,2,11.5,21,0,3,66,0
13,34,0,0,34.0,38,1361,239,0,38,48.5,2,0,2,15.0,30,276.0,2,49.0,60,0,3,882,1
2,8,0,0,9.0,9,67,0,1,9,54.0,1,0,1,0.0,0,270.0,1,9.0,9,0,1,67,0
7,22,0,0,9.0,32,2912,664,2,32,84.5,4,0,3,1.0,2,2378.6666666666665,3,10.0,32,0,4,253,0
6,17,0,0,11.5,18,4129,352,0,18,28.0,2,0,2,2.5,5,3829.0,1,14.0,18,1,3,3424,0
2,7,0,0,9.0,9,1010,0,0,9,57.0,1,0,1,0.0,0,107.0,1,9.0,9,0,1,1010,0
4,17,0,0,24.0,24,479,0,0,24,82.0,1,0,1,0.0,0,1060.0,1,24.0,24,0,2,479,0
9,32,0,0,15.333333333333334,39,785,240,0,38,99.0,3,0,3,2.6666666666666665,8,194.0,2,18.0,39,0,8,64,0
1,4,0,0,5.0,5,73,0,0,5,135.0,1,0,1,0.0,0,276.0,1,5.0,5,0,2,73,0
4,12,0,0,6.5,9,1456,32,0,12,24.0,2,0,2,0.5,1,29.5,2,7.0,9,0,2,1392,0
5,26,0,0,14.5,28,914,55,0,28,24.5,2,0,2,0.5,1,10.5,2,15.0,28,0,2,804,0
3,7,0,0,8.0,8,1060,0,1,8,55.0,1,0,1,0.0,0,1330.0,1,8.0,8,0,1,1060,0
2,6,0,0,5.5,9,1149,98,1,7,30.0,2,0,2,2.0,4,136.5,2,7.5,9,0,2,952,0
1,5,0,0,6.0,6,1155,0,0,6,76.0,1,0,1,0.0,0,1346.0,1,6.0,6,0,1,1155,0
3,7,0,0,11.0,11,23,0,0,11,45.0,1,0,1,0.0,0,28.0,1,11.0,11,0,1,23,0
4,13,0,0,8.5,16,2215,973,0,16,65.5,2,0,2,0.5,1,4913.0,2,9.0,16,0,3,268,0
1,10,0,0,5.0,11,542,64,0,14,82.14285714285714,7,0,7,3.0,18,1376.75,4,8.0,26,0,6,93,0
1,6,0,0,14.0,14,639,0,1,14,73.0,1,0,1,0.0,0,15.0,1,14.0,14,0,3,639,0
25,98,0,0,15.4,64,1478,234,1,75,54.8,5,0,5,0.4,2,327.0,5,15.8,64,0,4,304,2
6,35,0,0,12.0,45,1438,165,0,50,101.2,5,0,5,2.0,7,100.33333333333333,3,14.0,45,0,7,613,2
1,3,0,0,4.0,4,185,0,0,4,69.0,1,0,1,0.0,0,46.0,1,4.0,4,0,1,185,0
16,59,0,0,50.0,50,1011,0,0,50,14.0,1,0,1,0.0,0,112.0,1,50.0,50,0,6,1011,2
1,3,0,0,1.875,4,2969,304,0,4,75.125,8,0,7,1.375,2,811.5,4,3.25,4,2,2,533,0
1,9,0,0,5.0,9,2573,538,0,9,38.0,2,0,2,0.5,1,73.0,2,5.5,9,0,2,1496,0
5,17,1,0,9.5,18,619,81,0,19,75.0,2,0,2,0.0,0,1241.0,1,9.5,18,0,3,457,0
1,5,0,0,3.5,6,1332,131,0,6,22.5,2,0,2,0.5,1,1729.0,2,4.0,6,1,2,1070,0
6,20,0,0,3.375,19,4712,199,7,24,48.875,16,0,12,1.875,5,286.2,5,5.25,19,2,3,1519,0
2,6,0,0,15.0,38,5313,210,0,8,89.5,4,0,4,13.0,43,597.0,2,28.0,50,0,1,4473,0
1,3,0,0,4.5,8,306,76,0,7,31.5,2,0,2,1.0,2,31.5,2,5.5,8,0,2,154,0
3,11,0,0,12.0,12,2319,0,0,12,56.0,1,0,1,0.0,0,355.0,1,12.0,12,1,1,2319,0
2,7,0,0,4.5,8,1539,237,0,8,31.5,2,0,2,0.5,1,7246.0,1,5.0,8,0,1,1065,0
3,18,0,0,6.75,13,742,20,0,21,51.25,4,0,4,1.5,3,403.5,2,8.25,13,0,2,660,0
7,20,0,0,13.5,26,3416,1430,0,26,65.5,2,0,2,0.5,1,261.0,2,14.0,26,0,2,556,0
3,8,0,0,5.0,9,1318,23,1,9,81.0,2,0,2,0.5,1,13.0,2,5.5,9,0,2,1272,0
2,6,0,0,5.5,7,3168,964,0,7,21.5,2,0,2,2.0,4,162.0,2,7.5,8,0,2,1239,0
2,10,0,0,8.5,16,1351,541,0,15,39.0,2,0,2,1.0,2,1713.0,1,9.5,16,0,6,268,0
2,12,0,0,11.0,37,872,0,1,15,58.0,5,0,4,8.0,25,197.5,2,19.0,37,0,2,868,0
7,18,0,0,19.0,19,262,0,0,19,105.0,1,0,1,0.0,0,143.0,1,19.0,19,0,1,262,0
9,27,0,0,9.333333333333334,22,1749,264,0,28,225.33333333333334,3,0,3,0.0,0,133.66666666666666,3,9.333333333333334,22,0,4,957,0
3,11,0,2,12.0,12,293,0,0,12,47.0,1,0,1,0.0,0,491.0,1,12.0,12,0,3,293,0
1,3,0,0,4.0,4,1144,0,0,4,55.0,1,0,1,0.0,0,564.0,1,4.0,4,1,2,1144,0
2,9,1,0,6.0,11,185,18,0,11,61.5,2,0,2,0.5,1,219.0,1,6.5,11,0,5,148,0
4,20,0,0,11.0,21,899,6,0,21,50.5,2,0,2,0.5,1,962.0,1,11.5,21,0,1,886,1
2,5,0,0,3.0,5,632,9,0,5,65.5,2,0,2,0.5,1,1258.0,1,3.5,5,1,3,613,0
3,9,0,0,5.5,9,311,20,1,10,49.5,2,0,2,0.5,1,848.0,1,6.0,9,0,1,270,0
3,9,0,0,10.0,10,2111,0,0,10,131.0,1,0,1,0.0,0,2370.0,1,10.0,10,0,3,2111,0
3,7,0,0,10.0,10,975,0,0,10,100.0,1,0,1,0.0,0,3829.0,1,10.0,10,0,1,975,0
2,6,0,0,3.5,4,1377,18,0,7,38.5,2,0,2,0.0,0,939.0,1,3.5,4,0,2,1340,0
2,10,0,0,6.0,9,1115,39,0,11,68.0,3,0,3,2.3333333333333335,6,903.0,1,8.333333333333334,14,0,2,998,0
7,27,0,0,17.333333333333332,47,3928,1019,0,46,100.0,3,0,3,2.0,5,98.66666666666667,3,19.333333333333332,47,0,2,869,1
1,3,0,0,4.0,4,473,0,0,4,29.0,1,0,1,0.0,0,8.0,1,4.0,4,0,1,473,0
3,18,0,0,11.333333333333334,19,1361,285,0,20,48.333333333333336,3,0,3,4.666666666666667,11,444.0,3,16.0,23,0,4,504,1
1,12,0,0,16.0,16,632,0,0,16,20.0,1,0,1,0.0,0,97.0,1,16.0,16,0,1,632,0
2,3,0,0,8.0,8,1135,0,0,8,94.0,1,0,1,0.0,0,33.0,1,8.0,8,1,1,1135,0
6,17,0,0,24.0,24,3744,0,0,24,22.0,1,0,1,0.0,0,1465.0,1,24.0,24,1,1,3744,0
3,11,0,0,7.0,9,708,32,0,12,27.0,2,0,2,1.0,2,13.5,2,8.0,9,0,3,644,0
6,25,0,0,27.0,27,996,0,0,27,65.0,1,0,1,0.0,0,80.0,1,27.0,27,0,1,996,1
1,4,0,0,5.0,5,955,0,0,5,14.0,1,0,1,0.0,0,42.0,1,5.0,5,0,1,955,0
3,14,0,0,11.0,15,3558,382,1,16,64.66666666666667,3,0,3,5.666666666666667,13,331.6666666666667,3,16.666666666666668,27,1,2,2412,0
5,13,0,0,14.0,14,1184,0,0,14,30.0,1,0,1,0.0,0,561.0,1,14.0,14,0,1,1184,0
2,8,0,0,9.0,9,1082,0,0,9,21.0,1,0,1,0.0,0,28.0,1,9.0,9,0,1,1082,0
1,5,0,0,3.5,6,648,159,0,6,52.5,2,0,2,0.5,1,4945.5,2,4.0,6,0,2,330,0
7,31,0,0,36.0,36,1882,0,0,36,40.0,1,0,1,0.0,0,11.0,1,36.0,36,0,2,1882,1
4,18,0,0,10.5,20,819,363,0,20,48.5,2,0,2,0.5,1,1406.0,2,11.0,20,1,7,92,0
1,5,0,0,6.0,6,719,0,0,6,56.0,1,0,1,0.0,0,7246.0,1,6.0,6,0,3,719,0
2,6,0,0,7.0,7,1697,0,0,7,42.0,1,0,1,0.0,0,312.0,1,7.0,7,0,2,1697,0
1,3,1,0,3.0,4,1003,108,0,5,18.0,2,0,2,0.5,1,983.5,2,3.5,4,1,4,786,0
1,4,0,0,3.5,5,5670,506,0,5,57.25,4,0,4,2.25,3,145.0,3,5.75,6,0,1,3645,0
1,4,0,0,5.0,5,2774,0,0,5,324.0,1,0,1,0.0,0,2017.0,1,5.0,5,0,2,2774,0
1,3,0,0,4.0,4,1521,0,0,4,43.0,1,0,1,0.0,0,113.0,1,4.0,4,0,1,1521,0
2,6,0,0,6.0,10,4770,519,1,10,35.5,2,0,2,1.0,2,1574.5,2,7.0,10,0,3,3731,0
3,12,0,0,13.5,15,2068,85,0,15,99.0,2,0,2,6.0,12,819.0,1,19.5,24,0,4,1898,0
1,3,0,0,6.0,6,474,0,0,6,83.0,1,0,1,0.0,0,1976.0,1,6.0,6,0,1,474,0
5,29,0,0,12.0,35,4266,1364,0,30,63.333333333333336,3,0,3,2.0,5,158.0,3,14.0,35,0,3,173,0
3,12,0,0,14.0,14,702,0,0,14,87.0,1,0,1,0.0,0,1515.0,1,14.0,14,0,4,702,0
2,6,0,0,2.75,5,563,45,0,8,42.0,4,0,3,0.75,1,504.0,2,3.5,5,0,5,382,0
7,24,0,0,25.0,25,2112,0,0,25,108.0,1,0,1,0.0,0,500.0,1,25.0,25,0,3,2112,0
18,85,0,0,112.0,112,1077,0,0,112,42.0,1,0,1,0.0,0,225.0,1,112.0,112,0,2,1077,2
1,3,0,0,5.666666666666667,20,1463,58,1,5,130.5,6,0,6,4.833333333333333,16,978.25,4,10.5,20,1,4,1115,0
1,7,0,0,11.0,11,812,0,0,11,33.0,1,0,1,0.0,0,123.0,1,11.0,11,1,2,812,0
2,7,0,0,2.5,10,2653,389,0,8,60.833333333333336,6,0,6,1.1666666666666667,3,527.0,4,3.6666666666666665,10,0,4,315,0
7,40,0,0,5.473684210526316,31,3304,100,1,50,79.57894736842105,19,0,19,2.8421052631578947,16,659.375,8,8.31578947368421,31,2,10,1388,2
5,18,0,0,24.0,24,3506,0,0,24,62.0,1,0,1,0.0,0,1289.0,1,24.0,24,0,2,3506,0
1,3,0,0,6.0,6,1842,0,0,6,24.0,1,0,1,0.0,0,573.0,1,6.0,6,0,1,1842,0
2,5,0,0,6.0,6,1222,0,0,6,84.0,1,0,1,0.0,0,1300.0,1,6.0,6,0,1,1222,0
3,12,0,0,8.5,12,1178,20,0,15,36.5,2,0,2,1.0,2,522.0,1,9.5,14,1,2,1137,0
1,5,0,0,3.0,4,2572,1177,0,6,60.0,2,0,2,0.0,0,3829.0,1,3.0,4,0,1,217,0
1,3,0,0,4.0,4,1977,0,0,4,128.0,1,0,1,0.0,0,50.0,1,4.0,4,0,2,1977,0
2,14,0,0,15.0,15,151,0,0,15,129.0,1,0,1,0.0,0,122.0,1,15.0,15,0,1,151,0
2,5,0,0,6.0,6,37,0,0,6,33.0,1,0,1,0.0,0,165.0,1,6.0,6,0,1,37,0
2,9,0,0,12.0,12,1082,0,0,12,21.0,1,0,1,0.0,0,28.0,1,12.0,12,0,1,1082,0
4,16,0,0,18.0,18,533,0,0,18,32.0,1,0,1,0.0,0,159.0,1,18.0,18,0,1,533,0
1,5,0,0,4.5,8,380,0,0,8,40.5,2,0,2,0.5,1,3713.5,2,5.0,8,0,3,379,0
3,17,0,0,6.333333333333333,17,239,40,0,17,9.666666666666666,3,0,2,0.6666666666666666,1,49.0,1,7.0,17,0,4,118,0
2,18,0,0,6.25,20,2036,453,0,22,34.5,4,0,4,0.75,1,397.3333333333333,3,7.0,21,1,4,222,0
2,12,0,0,19.0,19,1630,0,0,19,122.0,1,0,1,0.0,0,1305.0,1,19.0,19,0,2,1630,0
1,35,0,0,57.0,57,1135,0,0,57,94.0,1,0,1,0.0,0,33.0,1,57.0,57,1,2,1135,0
