id,LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations,Age,Severity
1184,0.0,45,0.0,0,0,0,2,0,0,0,23,23,1.0,1,45,0,965,0
1185,0.0,190,0.0,3,0,0,15,0,11,1,24,21,0.8,7,102,0,5460,0
1186,0.0,29,0.0,2,0,0,4,1,0,3,4,1,0.25,4,4,0,976,0
1187,0.0,40,0.0,0,0,0,1,0,0,2,7,7,1.0,1,11,0,167,0
1188,0.0,62,0.0,0,0,0,7,0,0,2,14,14,1.0,7,30,0,547,0
1189,0.0,94,0.0,2,0,0,13,1,0,0,19,16,0.7692307692307693,13,20,0,2833,0
1190,0.0,27,0.0,2,0,0,3,0,0,1,3,1,0.3333333333333333,3,6,0,1565,0
1191,0.0,17,0.0,1,0,0,2,0,0,0,2,1,0.5,2,3,0,5143,0
1192,0.0,45,0.0,0,0,0,3,0,0,4,7,7,1.0,0,15,0,2700,0
1193,0.0,14,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0,921,0
1194,0.0,16,0.0,0,0,0,1,0,0,0,2,2,1.0,1,5,0,2786,0
1195,0.0,20,0.0,1,0,0,2,0,0,1,3,2,0.5,2,8,0,423,0
1196,0.0,32,0.0,0,0,0,1,0,0,0,8,8,1.0,1,17,0,2243,0
1197,0.0,42,0.0,0,0,0,3,0,0,1,4,4,1.0,3,22,0,1201,0
1198,0.0,270,0.0,0,0,0,2,0,0,0,54,54,1.0,2,128,0,2726,0
1199,0.0,49,0.0,2,0,0,4,0,0,0,4,2,0.5,4,10,0,2308,0
1200,0.0,68,0.0,4,0,0,7,0,0,4,11,7,0.4285714285714285,7,37,3,1878,0
1201,0.0,76,0.0,8,0,0,13,0,0,2,13,5,0.3846153846153846,13,13,0,389,0
1202,0.0,75,0.0,0,0,0,5,0,0,7,6,6,1.0,3,24,0,577,1
1203,0.0,22,0.0,0,0,0,5,0,0,0,5,5,1.0,5,14,0,996,0
1204,0.0,86,0.0,0,0,0,42,0,0,0,42,42,1.0,4,42,0,3143,0
1205,0.0,16,0.0,1,0,0,1,0,2,1,1,0,0.0,1,1,0,4409,0
1206,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,2774,0
1207,0.0,34,0.0,0,0,0,2,0,0,1,7,7,1.0,2,14,0,3236,0
1208,0.0,32,0.0,0,0,0,2,0,0,0,6,6,1.0,0,12,0,1878,0
1209,0.0,44,0.0,1,0,0,2,0,0,4,6,5,0.5,2,9,0,5313,0
1210,0.0,92,0.0,6,0,0,8,0,0,5,28,22,0.25,8,10,0,716,0
1211,1.8867924528301887,53,1.8867924528301887,0,1,1,3,0,0,2,9,9,1.0,2,15,0,542,0
1212,0.0,29,0.0,1,0,0,3,0,1,0,6,5,0.6666666666666666,3,10,0,4443,0
1213,0.5102040816326531,196,0.0,1,1,0,7,0,1,27,38,37,0.8571428571428571,1,94,24,4443,2
1214,0.0,51,0.0,8,0,0,8,0,0,8,8,0,0.0,8,24,0,1010,0
1215,0.0,12,0.0,0,0,0,1,0,0,0,2,2,1.0,1,6,0,1969,0
1216,0.0,39,0.0,3,0,0,5,1,0,2,8,3,0.2,5,7,2,3802,0
1217,0.0,89,0.0,0,0,0,3,0,0,2,19,19,1.0,3,49,0,1082,2
1218,0.0,78,0.0,0,0,0,25,0,0,0,25,25,1.0,0,25,0,569,0
1219,0.0,30,0.0,0,0,0,2,0,0,2,3,3,1.0,2,13,0,1013,0
1220,0.0,20,0.0,0,0,0,2,0,0,0,3,3,1.0,1,14,0,4349,0
1221,0.0,548,0.0,7,0,0,57,6,0,8,115,90,0.7719298245614035,51,132,0,2012,2
1222,0.0,318,0.0,0,0,0,33,0,0,1,96,96,1.0,32,139,0,2288,0
1223,0.0,24,0.0,2,0,0,3,0,0,0,4,2,0.3333333333333333,2,4,0,1867,0
1224,0.0,51,0.0,8,0,0,8,0,0,8,8,0,0.0,8,24,0,1011,0
1225,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,929,0
1226,0.0,12,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,5511,0
1227,0.2604166666666667,768,0.2604166666666667,13,2,2,80,0,3,10,181,167,0.8375,75,121,2,1588,3
1228,0.0,49,0.0,1,0,0,4,0,0,1,10,9,0.75,1,11,0,3027,0
1229,0.0,52,0.0,4,0,0,6,2,0,1,6,0,0.0,6,6,0,2527,0
1230,0.0,68,0.0,0,0,0,4,2,0,4,14,12,0.5,4,20,0,5609,0
1231,0.0,44,0.0,0,0,0,3,0,0,1,10,10,1.0,1,17,0,1332,0
1232,0.0,42,0.0,0,0,0,1,0,1,5,3,3,1.0,1,12,0,668,0
1233,0.0,42,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,0,172,0
1234,0.0,34,0.0,0,0,0,3,0,0,1,5,5,1.0,1,14,0,4604,0
1235,0.0,53,0.0,5,0,0,7,1,0,0,8,1,0.1428571428571428,6,22,0,546,0
1236,0.0,73,0.0,3,0,0,7,1,0,4,11,5,0.4285714285714285,6,7,0,3647,0
1237,0.0,383,0.0,0,0,0,15,0,0,5,50,50,1.0,15,344,0,889,0
1238,0.0,26,0.0,0,0,0,2,0,0,0,5,5,1.0,2,9,0,1508,0
1239,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,4129,0
1240,0.0,199,0.0,10,0,0,23,0,0,3,35,25,0.5652173913043478,23,52,0,819,1
1241,0.0,11,0.0,0,0,0,1,0,0,0,2,2,1.0,1,4,0,2487,0
1242,0.0,41,0.0,5,0,0,9,0,0,0,9,4,0.4444444444444444,9,11,0,2019,0
1243,0.0,21,0.0,2,0,0,2,0,0,1,2,0,0.0,2,2,0,3853,0
1244,0.0,16,0.0,0,0,0,1,0,0,2,1,1,1.0,0,4,0,2489,0
1245,0.0,26,0.0,0,0,0,4,2,0,3,4,2,0.5,4,6,0,1149,0
1246,0.0,30,0.0,2,0,0,7,0,1,0,7,5,0.7142857142857143,6,7,0,828,0
1247,0.0,43,0.0,0,0,0,2,0,1,2,2,2,1.0,2,20,0,617,0
1248,0.0,21,0.0,2,0,0,2,0,0,2,2,0,0.0,2,3,0,1082,0
1249,0.0,460,0.0,5,0,0,43,3,0,12,86,78,0.813953488372093,42,156,0,793,0
1250,0.0,50,0.0,0,0,0,2,0,0,0,10,10,1.0,2,18,0,1137,0
1251,0.0,10,0.0,1,0,0,2,0,0,0,2,1,0.5,2,3,0,4129,0
1252,0.0,42,0.0,0,0,0,2,0,0,0,10,10,1.0,2,17,0,211,0
1253,0.0,75,0.0,1,0,0,11,0,0,3,13,12,0.9090909090909092,5,13,0,2323,0
1254,0.0,14,0.0,1,0,0,2,1,0,1,2,0,0.0,2,2,2,3064,0
1255,0.0,117,0.0,12,0,0,20,8,0,10,20,0,0.0,19,21,0,704,0
1256,0.0,165,0.0,0,0,0,7,0,2,0,49,49,1.0,2,92,0,2629,2
1257,0.0,72,0.0,0,0,0,8,0,0,0,12,12,1.0,1,29,0,1264,0
1258,0.0,51,0.0,0,0,0,6,0,4,0,6,6,1.0,6,18,4,401,0
1259,0.0,105,0.0,0,0,0,6,0,0,0,23,23,1.0,6,49,0,2286,0
1260,0.0,44,0.0,3,0,0,5,0,3,0,5,2,0.4,5,6,0,1723,0
1261,0.0,142,0.0,0,0,0,2,0,3,2,24,24,1.0,2,79,0,4489,0
1262,0.0,15,0.0,1,0,0,2,0,0,0,2,1,0.5,0,2,0,2506,0
1263,0.0,14,0.0,0,0,0,1,0,1,1,1,1,1.0,0,2,0,16,0
1264,0.0,45,0.0,2,0,0,4,0,0,4,5,3,0.5,4,10,0,5878,0
1265,0.0,119,0.0,1,0,0,13,5,0,6,22,16,0.5384615384615384,13,32,0,1650,0
1266,0.0,52,0.0,0,0,0,21,0,1,0,21,21,1.0,1,22,0,2509,0
1267,0.0,26,0.0,0,0,0,4,0,0,0,4,4,1.0,4,16,0,1818,0
1268,0.0,145,0.0,0,0,0,6,1,0,1,30,29,0.8333333333333334,5,45,0,98,0
1269,0.0,32,0.0,1,0,0,3,0,0,0,4,3,0.6666666666666666,1,15,0,4509,0
1270,0.0,13,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0,1101,0
1271,0.0,30,0.0,0,0,0,2,0,0,2,3,3,1.0,2,12,0,2255,0
1272,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,612,0
1273,0.0,20,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,4026,0
1274,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,5,5,0,520,0
1275,0.0,60,0.0,3,0,0,9,0,0,0,9,6,0.6666666666666666,7,16,0,2870,0
1276,0.0,26,0.0,1,0,0,4,0,0,1,4,3,0.75,4,6,0,641,0
1277,0.0,18,0.0,2,0,0,4,0,1,0,4,2,0.5,2,4,0,4129,0
1278,0.0,8,0.0,0,0,0,3,0,0,0,3,3,1.0,3,3,0,1082,0
1279,0.0,39,0.0,0,0,0,3,0,0,2,5,5,1.0,3,15,0,4010,0
1280,0.0,50,0.0,3,0,0,7,2,0,3,7,2,0.2857142857142857,7,11,2,2484,0
1281,0.0,32,0.0,0,0,0,1,0,0,2,6,6,1.0,1,3,0,940,0
1282,0.0,21,0.0,1,0,0,2,1,0,0,2,0,0.0,2,2,0,2539,0
1283,0.0,2327,0.0,6,0,0,65,0,24,1,492,486,0.9076923076923076,47,1197,0,3305,1
1284,0.0,204,0.0,3,0,0,12,0,0,3,53,50,0.75,1,56,0,3279,0
1285,0.0,475,0.0,2,0,0,16,2,8,16,92,88,0.75,6,202,0,504,1
1286,0.0,100,0.0,1,0,0,7,0,0,5,18,17,0.8571428571428571,6,37,0,2464,0
1287,0.0,1036,0.0,4,0,0,53,0,26,80,149,144,0.9245283018867924,20,294,0,4129,0
1288,0.0,36,0.0,1,0,0,5,0,0,0,6,5,0.8,2,8,0,556,0
1289,0.0,75,0.0,0,0,0,7,0,0,1,15,15,1.0,6,20,0,3803,0
1290,0.0,30,0.0,0,0,0,14,0,0,0,14,14,1.0,0,14,0,6785,0
1291,0.0,156,0.0,0,0,0,6,0,1,3,32,32,1.0,2,42,0,3404,0
1292,0.0,28,0.0,0,0,0,3,0,0,0,4,4,1.0,2,8,0,2515,0
1293,0.0,50,0.0,0,0,0,3,0,0,0,9,9,1.0,2,17,0,3304,0
1294,0.0,672,0.0,18,0,0,57,8,0,12,137,108,0.543859649122807,48,319,0,4841,1
1295,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,1,4,0,965,0
1296,3.703703703703704,27,0.0,0,1,0,4,0,0,2,4,4,1.0,4,5,0,114,0
1297,2.0202020202020203,99,1.0101010101010102,0,2,1,7,0,0,2,15,15,1.0,1,60,0,127,2
1298,0.0,203,0.0,5,0,0,22,0,0,5,23,18,0.7727272727272727,10,35,16,592,1
1299,0.0,91,0.0,3,0,0,10,3,0,4,19,13,0.4,10,12,0,1641,0
1300,0.0,67,1.492537313432836,0,0,1,3,0,0,2,9,9,1.0,1,38,0,238,0
1301,0.0,15,0.0,0,0,0,4,0,0,0,4,4,1.0,0,4,0,2967,0
1302,1.272264631043257,393,0.0,16,5,0,38,0,0,7,85,69,0.5789473684210527,25,141,0,632,1
1303,0.0,442,0.0,11,0,0,53,2,1,9,90,73,0.7547169811320755,44,88,0,1,0
1304,0.0,14,0.0,1,0,0,2,1,0,1,2,0,0.0,2,2,0,955,0
1305,0.0,23,0.0,0,0,0,3,1,0,1,3,2,0.6666666666666666,3,12,0,823,0
1306,0.0,13,0.0,0,0,0,1,0,0,1,2,2,1.0,1,7,0,1076,0
1307,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,6,0,1404,0
1308,0.0,62,0.0,0,0,0,5,0,0,1,12,12,1.0,5,29,0,1426,0
1309,0.0,90,0.0,0,0,0,5,0,0,5,10,10,1.0,5,57,0,2118,0
1310,0.0,46,0.0,0,0,0,1,0,0,1,6,6,1.0,1,43,0,1414,0
1311,0.0,30,0.0,0,0,0,3,0,0,0,11,11,1.0,1,29,0,71,0
1312,0.0,47,0.0,2,0,0,7,2,0,2,7,3,0.4285714285714285,6,10,0,599,0
1313,0.0,17,0.0,2,0,0,2,0,0,1,2,0,0.0,2,2,0,2152,0
1314,0.0,44,0.0,0,0,0,3,0,0,0,7,7,1.0,2,18,0,4336,0
1315,0.0,96,0.0,0,0,0,9,0,0,5,18,18,1.0,0,44,0,1796,0
1316,0.0,37,0.0,0,0,0,5,0,0,0,9,9,1.0,1,23,0,1655,0
1317,0.0,77,0.0,0,0,0,6,0,0,9,9,9,1.0,6,34,0,1248,0
1318,0.5256241787122208,761,0.1314060446780552,2,4,1,54,2,2,5,192,188,0.925925925925926,43,344,0,2700,3
1319,0.0,99,0.0,7,0,0,13,6,0,12,13,0,0.0,13,13,0,526,0
1320,0.0,8,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,5294,0
1321,0.0,21,0.0,0,0,0,3,0,0,1,4,4,1.0,3,4,0,5079,0
1322,0.0,51,0.0,6,0,0,9,3,0,4,9,0,0.0,9,11,0,4174,0
1323,0.0,231,0.0,0,0,0,7,0,0,0,55,55,1.0,1,160,0,2929,1
1324,0.0,41,0.0,0,0,0,13,0,0,0,13,13,1.0,0,13,0,2086,0
1325,0.0,42,0.0,0,0,0,4,0,0,0,4,4,1.0,3,28,0,5460,0
1326,0.0,242,0.0,2,0,0,20,0,0,5,54,52,0.9,7,120,0,824,2
1327,0.0,22,4.545454545454546,0,0,1,3,0,0,1,3,3,1.0,3,8,0,189,0
1328,0.0,135,0.0,7,0,0,16,5,0,12,19,7,0.25,15,32,0,1456,0
1329,0.0,21,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,801,0
1330,0.0,22,0.0,1,0,0,2,1,2,1,2,0,0.0,2,4,0,6807,0
1331,0.0,96,0.0,9,0,0,15,6,0,10,15,0,0.0,15,15,1,3240,0
1332,0.0,196,0.0,2,0,0,4,0,24,3,16,14,0.5,4,54,0,771,0
1333,0.0,11,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,1816,0
1334,0.0,75,0.0,3,0,0,5,0,0,7,6,3,0.4,1,26,0,430,0
1335,0.0,132,0.0,12,0,0,25,12,0,12,26,2,0.04,25,26,0,2536,0
1336,0.0,35,0.0,0,0,0,4,0,0,1,4,4,1.0,4,12,0,176,0
1337,0.0,43,0.0,0,0,0,1,0,1,1,8,8,1.0,1,18,1,2240,0
1338,0.6060606060606061,165,0.6060606060606061,5,1,1,26,0,0,5,31,26,0.8076923076923077,21,65,0,641,0
1339,0.5780346820809249,346,0.0,2,2,0,19,2,0,34,48,44,0.7894736842105263,1,156,0,1267,2
1340,0.0,24,0.0,0,0,0,2,0,0,2,3,3,1.0,2,3,0,2681,0
1341,0.0,66,0.0,0,0,0,2,0,0,0,13,13,1.0,2,30,0,1867,1
1342,0.0,19,0.0,0,0,0,1,0,0,0,3,3,1.0,1,9,0,85,0
1343,0.0,37,0.0,0,0,0,1,0,0,9,1,1,1.0,1,2,0,51,0
1344,0.0,23,0.0,3,0,0,3,0,0,2,3,0,0.0,3,3,0,4578,0
1345,0.0,50,0.0,2,0,0,5,2,0,3,6,2,0.2,5,22,0,3173,0
1346,0.0,20,0.0,0,0,0,2,0,0,1,4,4,1.0,2,7,0,2509,0
1347,0.0,30,0.0,0,0,0,1,0,1,1,5,5,1.0,1,5,1,1185,0
1348,0.0,10,0.0,1,0,0,2,0,0,0,2,1,0.5,2,4,0,6279,0
1349,0.0,29,0.0,0,0,0,3,1,0,2,3,2,0.6666666666666666,3,7,2,823,0
1350,0.0,13,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,4798,0
1351,0.0,43,0.0,1,0,0,4,0,0,3,4,3,0.75,3,15,0,1135,0
1352,0.0,90,0.0,6,0,0,10,0,0,0,10,4,0.4,6,10,5,1115,0
1353,7.407407407407407,81,0.0,0,6,0,18,0,0,0,18,18,1.0,12,24,0,3921,0
1354,0.0,76,0.0,6,0,0,8,1,0,2,8,1,0.125,8,11,7,730,0
1355,0.0,84,0.0,0,0,0,38,0,0,0,38,38,1.0,0,38,0,4083,0
1356,0.0,43,0.0,1,0,0,4,0,2,0,7,6,0.75,3,16,0,1882,0
1357,0.0,38,0.0,1,0,0,7,1,0,1,11,9,0.7142857142857143,6,14,0,431,0
1358,0.0,48,0.0,0,0,0,3,0,0,1,9,9,1.0,0,16,0,1848,0
1359,0.0,129,0.0,2,0,0,7,0,1,3,17,15,0.7142857142857143,6,14,0,3374,0
1360,0.0,27,0.0,0,0,0,2,0,0,0,3,3,1.0,1,25,0,1082,0
1361,0.0,18,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0,1459,0
1362,9.803921568627452,51,0.0,1,5,0,4,0,0,3,6,5,0.75,2,27,0,154,0
1363,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,5,5,0,5143,0
1364,0.0,27,0.0,1,0,0,3,0,0,0,6,5,0.6666666666666666,3,14,0,4129,0
1365,0.0,102,0.0,2,0,0,21,0,1,1,22,20,0.9047619047619048,5,43,0,4552,0
1366,0.0,27,0.0,0,0,0,1,0,0,0,6,6,1.0,1,10,0,1355,0
1367,0.0,9,0.0,0,0,0,1,0,0,0,2,2,1.0,1,3,0,1295,0
1368,0.0,154,0.0,0,0,0,11,0,0,4,33,33,1.0,2,89,0,1006,2
1369,0.0,19,0.0,0,0,0,2,0,0,0,2,2,1.0,2,3,3,2061,0
1370,0.0,18,0.0,3,0,0,4,0,0,0,4,1,0.25,4,4,0,3794,0
1371,0.0,41,0.0,0,0,0,2,0,0,1,8,8,1.0,1,19,0,6139,0
1372,0.0,23,0.0,0,0,0,1,0,0,0,4,4,1.0,1,15,0,3985,0
1373,0.0,62,0.0,3,0,0,6,0,0,6,8,5,0.5,5,10,0,2269,1
1374,0.0,70,0.0,2,0,0,6,0,0,0,20,18,0.6666666666666666,5,21,0,2743,1
1375,0.0,13,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0,2573,0
1376,0.0,69,0.0,0,0,0,2,0,0,0,13,13,1.0,2,24,0,3853,1
1377,0.0,44,0.0,0,0,0,2,0,0,4,3,3,1.0,2,26,2,2979,0
1378,0.0,24,0.0,1,0,0,4,1,0,1,4,2,0.5,2,6,0,5585,0
1379,0.0,18,0.0,1,0,0,1,0,0,1,1,0,0.0,1,2,0,1101,0
1380,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,1,4,0,965,0
1381,0.0,197,0.0,17,0,0,35,0,0,2,35,18,0.5142857142857142,35,59,1,2262,1
1382,0.0,41,0.0,3,0,0,5,0,1,2,7,4,0.4,5,8,0,1881,0
1383,0.0,83,0.0,3,0,0,6,0,0,8,8,5,0.5,6,29,0,1374,0
1384,0.0,53,0.0,1,0,0,5,1,0,3,9,7,0.6,5,7,0,2744,0
1385,0.0,60,0.0,1,0,0,2,0,0,0,14,13,0.5,2,43,0,988,1
1386,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,3898,0
1387,0.0,27,0.0,2,0,0,2,0,0,2,2,0,0.0,2,6,0,3879,0
1388,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,785,0
1389,0.0,41,0.0,0,0,0,2,0,0,0,7,7,1.0,2,16,0,875,1
1390,0.0,46,0.0,3,0,0,5,1,0,5,6,1,0.2,2,9,9,2176,0
1391,0.0,48,0.0,0,0,0,7,4,0,0,7,3,0.4285714285714285,7,9,0,3308,0
1392,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,965,0
1393,0.0,179,0.0,0,0,0,29,0,0,0,33,33,1.0,29,51,0,704,2
1394,0.9345794392523364,214,0.4672897196261682,3,2,1,13,0,0,24,30,27,0.7692307692307693,6,55,1,2716,0
1395,0.0,26,0.0,0,0,0,6,0,0,0,6,6,1.0,6,17,0,965,0
1396,0.0,30,0.0,0,0,0,3,0,0,2,6,6,1.0,2,3,0,2883,0
1397,0.0,55,0.0,0,0,0,4,0,1,4,10,10,1.0,4,14,0,305,0
1398,0.0,234,0.0,6,0,0,15,1,0,22,32,22,0.5333333333333333,10,97,0,1188,1
1399,0.0,140,0.0,1,0,0,9,0,0,16,20,19,0.8888888888888888,9,51,0,1945,0
1400,0.0,35,0.0,4,0,0,5,0,0,0,5,1,0.2,3,6,0,2509,0
1401,0.0,503,0.0,0,0,0,40,0,0,20,96,96,1.0,18,218,3,1205,2
1402,0.0,25,0.0,1,0,0,2,0,0,3,3,2,0.5,0,4,0,540,0
1403,0.0,459,0.0,1,0,0,23,0,0,2,100,99,0.9565217391304348,2,175,0,1082,1
1404,0.0,18,0.0,0,0,0,6,0,0,0,6,6,1.0,6,6,0,406,0
1405,0.0,11,0.0,0,0,0,1,0,0,0,2,2,1.0,1,5,0,1082,0
1406,0.0,81,0.0,1,0,0,2,0,0,0,23,22,0.5,2,6,0,1207,0
1407,0.0,33,0.0,0,0,0,4,0,0,0,11,11,1.0,3,28,0,1105,0
1408,0.0,43,0.0,3,0,0,3,0,3,4,3,0,0.0,3,4,0,2480,0
1409,0.0,294,0.0,22,0,0,48,24,0,24,54,8,0.0416666666666666,48,60,0,1567,0
1410,0.0,11,0.0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,2383,0
1411,0.0,69,0.0,0,0,0,5,0,0,7,7,7,1.0,4,34,1,632,0
1412,0.0,62,0.0,6,0,0,8,0,0,2,11,5,0.25,8,11,0,2237,0
1413,0.0,103,0.0,2,0,0,8,0,0,2,21,19,0.75,7,67,0,2195,0
1414,0.0,80,0.0,1,0,0,7,0,0,0,14,13,0.8571428571428571,4,43,0,625,1
1415,0.0,11,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,3373,0
1416,0.0,31,0.0,1,0,0,2,1,0,1,2,0,0.0,2,8,0,2340,0
1417,0.0,48,0.0,2,0,0,6,0,0,2,8,6,0.6666666666666666,4,20,0,1872,0
1418,0.0,56,0.0,1,0,0,7,0,0,0,11,10,0.8571428571428571,7,9,0,93,0
1419,0.0,14,0.0,0,0,0,2,0,1,0,2,2,1.0,2,4,0,2164,0
1420,0.0,258,0.0,14,0,0,32,4,1,7,44,26,0.4375,32,60,0,1985,0
1421,0.0,20,0.0,0,0,0,9,0,0,0,9,9,1.0,0,9,0,632,0
1422,0.0,24,0.0,0,0,0,1,0,0,0,4,4,1.0,0,7,0,348,0
1423,0.0,110,0.0,2,0,0,8,0,0,4,18,16,0.75,4,53,0,1090,1
1424,0.0,14,0.0,0,0,0,1,0,0,1,2,2,1.0,1,11,0,1567,0
1425,0.0,17,0.0,0,0,0,1,0,0,0,2,2,1.0,1,1,0,687,0
1426,0.0,16,0.0,0,0,0,7,0,0,0,7,7,1.0,7,7,0,4649,0
1427,0.0,9,0.0,0,0,0,1,0,0,0,3,3,1.0,1,15,0,6221,0
1428,0.0,75,0.0,1,0,0,8,1,0,0,15,12,0.75,7,15,0,1222,0
1429,0.0,68,0.0,6,0,0,7,0,0,2,7,1,0.1428571428571428,0,10,0,2203,0
1430,0.0,69,0.0,5,0,0,9,1,0,3,10,4,0.3333333333333333,9,30,0,636,0
1431,0.0,46,0.0,1,0,0,7,1,1,0,9,7,0.7142857142857143,7,9,1,1568,0
1432,0.0,108,0.0,4,0,0,14,0,0,2,15,11,0.7142857142857143,4,33,0,2879,1
1433,0.0,20,0.0,2,0,0,3,1,0,2,3,0,0.0,3,3,0,4388,0
1434,7.142857142857143,14,0.0,0,1,0,1,0,0,0,2,2,1.0,0,4,0,2509,0
1435,0.0,34,0.0,0,0,0,2,0,0,4,4,4,1.0,1,18,0,3,0
1436,0.0,62,0.0,1,0,0,2,0,0,0,15,14,0.5,2,43,0,1010,0
1437,0.0,19,0.0,0,0,0,1,0,0,1,3,3,1.0,0,7,0,1130,0
1438,2.272727272727273,88,1.1363636363636365,1,2,1,20,0,0,1,20,19,0.95,20,23,0,1194,0
1439,0.0,26,0.0,0,0,0,2,0,0,0,6,6,1.0,1,5,0,1529,0
1440,0.0,26,0.0,0,0,0,2,0,0,1,6,6,1.0,2,2,0,4596,0
1441,0.0,84,0.0,5,0,0,10,2,0,2,21,14,0.3,10,12,0,3339,0
1442,0.0,86,0.0,1,0,0,8,0,0,5,9,8,0.875,7,26,0,2393,1
1443,0.0,33,0.0,2,0,0,3,0,0,3,5,3,0.3333333333333333,3,5,3,2306,0
1444,0.0,48,0.0,0,0,0,2,0,0,0,5,5,1.0,1,34,0,1800,1
1445,0.0,134,0.0,8,0,0,18,3,0,11,26,15,0.3888888888888889,11,19,1,2815,1
1446,0.0,35,0.0,4,0,0,4,0,0,3,4,0,0.0,4,4,0,1673,0
1447,0.0,36,0.0,0,0,0,1,0,0,3,5,5,1.0,1,12,0,1336,0
1448,0.0,253,0.0,8,0,0,24,5,2,6,42,29,0.4583333333333333,22,79,0,1424,1
1449,0.0,24,0.0,1,0,0,3,0,0,0,4,3,0.6666666666666666,3,4,0,3885,0
1450,0.0,181,0.0,2,0,0,9,0,0,0,29,27,0.7777777777777778,0,70,0,2841,0
1451,0.0,48,0.0,3,0,0,4,0,0,2,7,4,0.25,1,10,0,115,1
1452,0.0,39,0.0,2,0,0,7,0,1,0,7,5,0.7142857142857143,7,17,0,5313,0
1453,0.0,17,0.0,1,0,0,2,0,0,1,2,1,0.5,2,2,0,4347,0
1454,0.0,15,0.0,0,0,0,1,0,0,0,3,3,1.0,1,1,0,4280,0
1455,0.0,26,0.0,0,0,0,1,0,0,2,3,3,1.0,1,11,1,468,0
1456,0.5108556832694764,783,0.2554278416347382,1,4,2,86,0,0,4,179,178,0.9883720930232558,76,212,0,3687,2
1457,0.9505703422053232,1052,0.1901140684410646,10,10,2,61,0,0,27,206,196,0.8360655737704918,23,715,1,1560,2
1458,0.0,254,0.0,2,0,0,15,1,0,15,49,38,0.8,8,82,7,1249,2
1459,0.0,21,0.0,2,0,0,2,0,0,2,2,0,0.0,2,2,0,1567,0
1460,0.0,9,0.0,0,0,0,1,0,0,0,1,1,1.0,1,7,0,823,0
1461,0.0,34,0.0,0,0,0,2,0,1,1,7,7,1.0,1,12,0,3879,0
1462,0.0,18,0.0,0,0,0,2,0,0,0,5,5,1.0,2,9,0,2635,0
1463,0.0,50,0.0,0,0,0,3,0,0,6,4,4,1.0,1,25,0,473,0
1464,0.0,511,0.0,4,0,0,14,0,1,1,144,140,0.7142857142857143,13,62,0,115,0
1465,0.0,19,0.0,2,0,0,3,0,0,1,3,1,0.3333333333333333,2,12,0,721,0
1466,0.0,275,0.0,6,0,0,14,0,0,11,58,52,0.5714285714285714,1,84,21,4394,0
1467,0.0,12,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0,975,0
1468,0.0,16,0.0,0,0,0,2,0,2,0,2,2,1.0,2,5,0,3018,0
1469,0.0,17,0.0,0,0,0,2,0,0,0,2,2,1.0,2,8,0,1454,0
1470,0.0,27,0.0,0,0,0,2,1,0,1,4,3,0.5,1,9,0,2908,0
1471,0.0,11,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0,2501,0
1472,0.0,19,0.0,0,0,0,2,0,0,0,2,2,1.0,2,6,0,1867,0
1473,0.0,32,0.0,2,0,0,5,1,0,0,7,4,0.4,5,5,0,2947,0
1474,0.0,17,0.0,0,0,0,7,0,0,0,7,7,1.0,0,7,0,766,0
