id,LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations,AverageNumberOfModifiedLines,Severity
1107,0.0,480,0.0,1,0,0,2,0,0,0,131,130,0.5,2,163,0,23930.0,0
1108,0.0,92,0.0,11,0,0,17,0,0,2,19,8,0.3529411764705882,16,19,0,237.0,0
1109,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,149.8,0
1110,0.0,61,0.0,2,0,0,7,0,0,1,10,8,0.7142857142857143,7,7,0,25.181818181818183,0
1111,0.0,52,0.0,0,0,0,3,0,0,2,11,11,1.0,3,5,0,28.33333333333333,0
1112,0.0,96,0.0,1,0,0,5,1,0,5,16,14,0.6,5,28,0,131.0,0
1113,0.0,26,0.0,2,0,0,3,0,0,0,4,2,0.3333333333333333,2,4,0,5112.509803921569,0
1114,0.0,33,0.0,0,0,0,3,0,0,1,4,4,1.0,2,9,0,45.5,0
1115,0.0,493,0.0,2,0,0,23,2,27,0,88,82,0.8260869565217391,5,202,31,31.79861111111111,1
1116,0.2487562189054726,402,0.746268656716418,7,1,3,39,0,0,8,77,70,0.8205128205128205,11,104,0,92.5,0
1117,0.0,31,0.0,0,0,0,11,0,0,0,11,11,1.0,0,12,0,28.25,0
1118,0.0,29,0.0,0,0,0,1,0,0,0,3,3,1.0,1,10,3,8.473684210526315,0
1119,0.0,76,0.0,3,0,0,9,0,1,3,13,10,0.6666666666666666,9,20,3,10.96923076923077,0
1120,0.0,13,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,37.92307692307692,0
1121,0.0,31,0.0,0,0,0,2,0,0,0,10,10,1.0,2,14,0,14.5,0
1122,9.090909090909092,22,0.0,0,2,0,4,0,0,0,4,4,1.0,0,10,0,125.25,0
1123,0.0,68,0.0,2,0,0,9,0,0,2,10,8,0.7777777777777778,9,17,0,54.0,0
1124,0.0,1645,0.0,94,0,0,231,90,0,92,260,76,0.2034632034632034,230,401,90,195.55,3
1125,0.0,59,0.0,3,0,0,6,0,0,3,13,10,0.5,4,72,0,35.42857142857143,0
1126,0.0,35,0.0,0,0,0,3,0,0,0,3,3,1.0,0,19,0,17.1,0
1127,1.4705882352941178,68,0.0,4,1,0,6,0,0,4,10,6,0.3333333333333333,5,11,0,36.66666666666666,0
1128,0.0,18,0.0,0,0,0,1,0,0,3,2,2,1.0,1,1,0,149.11111111111111,0
1129,0.0,133,0.0,6,0,0,17,3,4,5,27,18,0.4705882352941176,13,64,4,34.46153846153846,1
1130,0.0,15,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0,38.388888888888886,0
1131,0.0,44,0.0,1,0,0,5,0,0,1,6,5,0.8,5,24,0,16.0,0
1132,0.0,183,0.0,0,0,0,14,0,0,4,47,47,1.0,2,63,2,30.63157894736842,1
1133,0.0,66,0.0,0,0,0,13,0,0,0,13,13,1.0,13,13,0,25.133333333333333,0
1134,0.0,117,0.0,0,0,0,6,0,0,2,33,33,1.0,3,21,0,31.863636363636363,0
1135,0.0,15,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,3,5,0,61.5,0
1136,0.0,28,0.0,1,0,0,4,0,0,0,4,3,0.75,2,5,0,16.666666666666668,0
1137,0.0,107,0.0,0,0,0,3,0,0,3,12,12,1.0,3,59,0,181.0,0
1138,0.0,65,0.0,0,0,0,1,0,0,5,8,8,1.0,1,24,4,15.571428571428571,0
1139,0.0,77,0.0,0,0,0,6,0,0,0,19,19,1.0,1,22,0,962.6666666666666,0
1140,0.4329004329004329,231,2.5974025974025974,0,1,6,23,5,0,17,35,30,0.782608695652174,16,53,0,143.33333333333334,0
1141,0.0,166,0.0,1,0,0,9,0,0,12,24,21,0.8888888888888888,8,48,0,116.71428571428572,1
1142,0.0,39,0.0,5,0,0,5,0,0,4,5,0,0.0,5,5,1,25.866666666666667,0
1143,0.0,366,0.0,0,0,0,6,0,4,15,35,35,1.0,5,172,1,40.31578947368421,2
1144,0.0,24,0.0,1,0,0,5,0,0,0,5,4,0.8,5,5,0,10.56,0
1145,15.789473684210526,19,0.0,0,3,0,3,0,0,0,3,3,1.0,3,8,0,8.95,0
1146,0.0,31,0.0,0,0,0,1,0,0,1,5,5,1.0,1,17,0,14.2,0
1147,0.0,48,0.0,3,0,0,5,0,0,3,13,10,0.4,5,9,0,28.428571428571427,0
1148,0.0,133,0.0,5,0,0,10,0,0,8,21,16,0.5,0,59,0,62.6,0
1149,0.0,22,0.0,0,0,0,2,1,0,2,3,2,0.5,2,3,0,66.3125,0
1150,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,15.4,0
1151,0.0,11,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0,13.6,0
1152,6.363636363636363,110,0.0,2,7,0,15,0,0,4,28,26,0.8666666666666667,2,62,0,35.54430379746835,0
1153,0.0,58,0.0,1,0,0,5,1,1,2,13,11,0.6,4,24,0,22.9,0
1154,0.0,73,0.0,0,0,0,7,0,0,0,13,13,1.0,6,40,0,29.1,0
1155,0.0,48,0.0,0,0,0,5,0,0,0,15,15,1.0,5,19,0,15.166666666666666,0
1156,0.0,47,0.0,6,0,0,6,0,0,6,6,0,0.0,6,6,0,55.8,0
1157,0.0,27,0.0,3,0,0,5,1,0,1,5,1,0.2,5,6,1,31.0,0
1158,0.0,31,0.0,3,0,0,5,1,0,1,5,1,0.2,5,9,0,19.36842105263158,0
1159,0.0,34,0.0,0,0,0,16,0,0,0,16,16,1.0,0,16,0,11.75,0
1160,0.0,41,0.0,0,0,0,2,0,0,0,7,7,1.0,2,16,0,5112.509803921569,0
1161,0.0,28,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0,29.294117647058822,0
1162,0.0,58,0.0,0,0,0,5,0,1,2,8,8,1.0,5,20,0,40.51428571428571,0
1163,0.0,182,0.0,4,0,0,16,3,0,0,44,34,0.5625,15,42,0,526.0,0
1164,0.0,489,0.0,0,0,0,19,0,0,13,78,78,1.0,8,267,0,266.75,3
1165,0.0,249,0.0,2,0,0,15,0,2,4,46,44,0.8666666666666667,10,21,2,434.0,0
1166,0.0,116,0.0,0,0,0,7,0,0,1,21,21,1.0,7,50,1,50.642857142857146,0
1167,0.0,61,0.0,0,0,0,3,1,0,1,12,11,0.6666666666666666,3,16,0,122.0,0
1168,0.0,35,0.0,1,0,0,7,0,0,0,10,9,0.8571428571428571,7,10,0,41.72727272727273,0
1169,0.0,18,0.0,0,0,0,8,0,0,0,8,8,1.0,0,8,0,12.77777777777778,0
1170,0.0,18,0.0,0,0,0,1,0,0,0,4,4,1.0,1,7,0,25.818181818181817,0
1171,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2,27.0,0
1172,0.0,373,0.0,7,0,0,24,1,0,20,68,57,0.6666666666666666,20,61,0,587.0,1
1173,0.0,22,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0,61.08695652173913,0
1174,0.0,31,0.0,0,0,0,3,0,0,1,5,5,1.0,2,8,0,42.72727272727273,0
1175,0.0,28,0.0,0,0,0,5,0,0,0,5,5,1.0,5,11,0,12.77777777777778,0
1176,0.0,108,0.0,3,0,0,7,0,3,2,13,10,0.5714285714285714,6,15,0,213.0,0
1177,0.0,42,0.0,0,0,0,3,0,0,3,5,5,1.0,1,12,3,42.0,0
1178,4.878048780487805,287,4.529616724738676,2,14,13,15,0,5,14,51,49,0.8666666666666667,7,151,4,218.66666666666663,1
1179,0.0,33,0.0,0,0,0,3,0,0,1,3,3,1.0,3,29,0,21.375,0
1180,0.0,24,0.0,0,0,0,2,0,0,1,3,3,1.0,2,9,0,21.428571428571427,0
1181,0.0,22,0.0,0,0,0,2,0,0,0,2,2,1.0,0,28,0,21.5,0
1182,0.0,20,0.0,1,0,0,2,0,0,1,2,1,0.5,1,7,0,17.333333333333332,0
1183,0.0,94,0.0,6,0,0,15,0,0,1,22,16,0.6,15,22,0,59.4,0
1184,0.0,45,0.0,0,0,0,2,0,0,0,23,23,1.0,1,45,0,19.416666666666668,0
1185,0.0,190,0.0,3,0,0,15,0,11,1,24,21,0.8,7,102,0,19.357142857142858,0
1186,0.0,29,0.0,2,0,0,4,1,0,3,4,1,0.25,4,4,0,18.125,0
1187,0.0,40,0.0,0,0,0,1,0,0,2,7,7,1.0,1,11,0,57.0,0
1188,0.0,62,0.0,0,0,0,7,0,0,2,14,14,1.0,7,30,0,36.0,0
1189,0.0,94,0.0,2,0,0,13,1,0,0,19,16,0.7692307692307693,13,20,0,56.18181818181818,0
1190,0.0,27,0.0,2,0,0,3,0,0,1,3,1,0.3333333333333333,3,6,0,10.22222222222222,0
1191,0.0,17,0.0,1,0,0,2,0,0,0,2,1,0.5,2,3,0,32.666666666666664,0
1192,0.0,45,0.0,0,0,0,3,0,0,4,7,7,1.0,0,15,0,12.454545454545457,0
1193,0.0,14,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0,72.23529411764706,0
1194,0.0,16,0.0,0,0,0,1,0,0,0,2,2,1.0,1,5,0,15.0,0
1195,0.0,20,0.0,1,0,0,2,0,0,1,3,2,0.5,2,8,0,104.3846153846154,0
1196,0.0,32,0.0,0,0,0,1,0,0,0,8,8,1.0,1,17,0,35.0,0
1197,0.0,42,0.0,0,0,0,3,0,0,1,4,4,1.0,3,22,0,17.307692307692307,0
1198,0.0,270,0.0,0,0,0,2,0,0,0,54,54,1.0,2,128,0,1613.126984126984,0
1199,0.0,49,0.0,2,0,0,4,0,0,0,4,2,0.5,4,10,0,9.227272727272728,0
1200,0.0,68,0.0,4,0,0,7,0,0,4,11,7,0.4285714285714285,7,37,3,11.435483870967742,0
1201,0.0,76,0.0,8,0,0,13,0,0,2,13,5,0.3846153846153846,13,13,0,94.0,0
1202,0.0,75,0.0,0,0,0,5,0,0,7,6,6,1.0,3,24,0,35.11764705882353,1
1203,0.0,22,0.0,0,0,0,5,0,0,0,5,5,1.0,5,14,0,2189.333333333333,0
1204,0.0,86,0.0,0,0,0,42,0,0,0,42,42,1.0,4,42,0,11.10909090909091,0
1205,0.0,16,0.0,1,0,0,1,0,2,1,1,0,0.0,1,1,0,13.538461538461538,0
1206,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,6.285714285714286,0
1207,0.0,34,0.0,0,0,0,2,0,0,1,7,7,1.0,2,14,0,6.5,0
1208,0.0,32,0.0,0,0,0,2,0,0,0,6,6,1.0,0,12,0,12.297297297297296,0
1209,0.0,44,0.0,1,0,0,2,0,0,4,6,5,0.5,2,9,0,66.07874015748031,0
1210,0.0,92,0.0,6,0,0,8,0,0,5,28,22,0.25,8,10,0,92.0,0
1211,1.8867924528301887,53,1.8867924528301887,0,1,1,3,0,0,2,9,9,1.0,2,15,0,34.333333333333336,0
1212,0.0,29,0.0,1,0,0,3,0,1,0,6,5,0.6666666666666666,3,10,0,9.3,0
1213,0.5102040816326531,196,0.0,1,1,0,7,0,1,27,38,37,0.8571428571428571,1,94,24,45.61224489795919,2
1214,0.0,51,0.0,8,0,0,8,0,0,8,8,0,0.0,8,24,0,1451.5,0
1215,0.0,12,0.0,0,0,0,1,0,0,0,2,2,1.0,1,6,0,23.142857142857142,0
1216,0.0,39,0.0,3,0,0,5,1,0,2,8,3,0.2,5,7,2,10.454545454545457,0
1217,0.0,89,0.0,0,0,0,3,0,0,2,19,19,1.0,3,49,0,256.5,2
1218,0.0,78,0.0,0,0,0,25,0,0,0,25,25,1.0,0,25,0,53.5,0
1219,0.0,30,0.0,0,0,0,2,0,0,2,3,3,1.0,2,13,0,17307.333333333332,0
1220,0.0,20,0.0,0,0,0,2,0,0,0,3,3,1.0,1,14,0,62.4025974025974,0
1221,0.0,548,0.0,7,0,0,57,6,0,8,115,90,0.7719298245614035,51,132,0,4479.964285714285,2
1222,0.0,318,0.0,0,0,0,33,0,0,1,96,96,1.0,32,139,0,113.45454545454544,0
1223,0.0,24,0.0,2,0,0,3,0,0,0,4,2,0.3333333333333333,2,4,0,7273.413265306122,0
1224,0.0,51,0.0,8,0,0,8,0,0,8,8,0,0.0,8,24,0,1382.0,0
1225,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,28.2,0
1226,0.0,12,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,22.5,0
1227,0.2604166666666667,768,0.2604166666666667,13,2,2,80,0,3,10,181,167,0.8375,75,121,2,74.94117647058823,3
1228,0.0,49,0.0,1,0,0,4,0,0,1,10,9,0.75,1,11,0,41.0,0
1229,0.0,52,0.0,4,0,0,6,2,0,1,6,0,0.0,6,6,0,29.666666666666668,0
1230,0.0,68,0.0,0,0,0,4,2,0,4,14,12,0.5,4,20,0,46.07692307692308,0
1231,0.0,44,0.0,0,0,0,3,0,0,1,10,10,1.0,1,17,0,12.833333333333334,0
1232,0.0,42,0.0,0,0,0,1,0,1,5,3,3,1.0,1,12,0,22.142857142857142,0
1233,0.0,42,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,0,14.142857142857142,0
1234,0.0,34,0.0,0,0,0,3,0,0,1,5,5,1.0,1,14,0,9.529411764705882,0
1235,0.0,53,0.0,5,0,0,7,1,0,0,8,1,0.1428571428571428,6,22,0,79.0,0
1236,0.0,73,0.0,3,0,0,7,1,0,4,11,5,0.4285714285714285,6,7,0,17.15,0
1237,0.0,383,0.0,0,0,0,15,0,0,5,50,50,1.0,15,344,0,27.921875,0
1238,0.0,26,0.0,0,0,0,2,0,0,0,5,5,1.0,2,9,0,2245.7,0
1239,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,11.833333333333334,0
1240,0.0,199,0.0,10,0,0,23,0,0,3,35,25,0.5652173913043478,23,52,0,154.0,1
1241,0.0,11,0.0,0,0,0,1,0,0,0,2,2,1.0,1,4,0,43.375,0
1242,0.0,41,0.0,5,0,0,9,0,0,0,9,4,0.4444444444444444,9,11,0,16.772151898734176,0
1243,0.0,21,0.0,2,0,0,2,0,0,1,2,0,0.0,2,2,0,9.0,0
1244,0.0,16,0.0,0,0,0,1,0,0,2,1,1,1.0,0,4,0,75.37383177570094,0
1245,0.0,26,0.0,0,0,0,4,2,0,3,4,2,0.5,4,6,0,13.2,0
1246,0.0,30,0.0,2,0,0,7,0,1,0,7,5,0.7142857142857143,6,7,0,16.0,0
1247,0.0,43,0.0,0,0,0,2,0,1,2,2,2,1.0,2,20,0,3.333333333333333,0
1248,0.0,21,0.0,2,0,0,2,0,0,2,2,0,0.0,2,3,0,72.0,0
1249,0.0,460,0.0,5,0,0,43,3,0,12,86,78,0.813953488372093,42,156,0,48.13636363636363,0
1250,0.0,50,0.0,0,0,0,2,0,0,0,10,10,1.0,2,18,0,51.42,0
1251,0.0,10,0.0,1,0,0,2,0,0,0,2,1,0.5,2,3,0,9.333333333333334,0
1252,0.0,42,0.0,0,0,0,2,0,0,0,10,10,1.0,2,17,0,58.0,0
1253,0.0,75,0.0,1,0,0,11,0,0,3,13,12,0.9090909090909092,5,13,0,15.333333333333334,0
1254,0.0,14,0.0,1,0,0,2,1,0,1,2,0,0.0,2,2,2,8.166666666666666,0
1255,0.0,117,0.0,12,0,0,20,8,0,10,20,0,0.0,19,21,0,73.2,0
1256,0.0,165,0.0,0,0,0,7,0,2,0,49,49,1.0,2,92,0,31.25454545454545,2
1257,0.0,72,0.0,0,0,0,8,0,0,0,12,12,1.0,1,29,0,43.7,0
1258,0.0,51,0.0,0,0,0,6,0,4,0,6,6,1.0,6,18,4,101.5,0
1259,0.0,105,0.0,0,0,0,6,0,0,0,23,23,1.0,6,49,0,79.66666666666667,0
1260,0.0,44,0.0,3,0,0,5,0,3,0,5,2,0.4,5,6,0,96.3846153846154,0
1261,0.0,142,0.0,0,0,0,2,0,3,2,24,24,1.0,2,79,0,51.851851851851855,0
1262,0.0,15,0.0,1,0,0,2,0,0,0,2,1,0.5,0,2,0,11.470588235294118,0
1263,0.0,14,0.0,0,0,0,1,0,1,1,1,1,1.0,0,2,0,312.0,0
1264,0.0,45,0.0,2,0,0,4,0,0,4,5,3,0.5,4,10,0,35.729729729729726,0
1265,0.0,119,0.0,1,0,0,13,5,0,6,22,16,0.5384615384615384,13,32,0,44.42857142857143,0
1266,0.0,52,0.0,0,0,0,21,0,1,0,21,21,1.0,1,22,0,35.625,0
1267,0.0,26,0.0,0,0,0,4,0,0,0,4,4,1.0,4,16,0,9.666666666666666,0
1268,0.0,145,0.0,0,0,0,6,1,0,1,30,29,0.8333333333333334,5,45,0,79.0,0
1269,0.0,32,0.0,1,0,0,3,0,0,0,4,3,0.6666666666666666,1,15,0,13.636363636363637,0
1270,0.0,13,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0,8.2,0
1271,0.0,30,0.0,0,0,0,2,0,0,2,3,3,1.0,2,12,0,9708.520833333334,0
1272,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,10.4,0
1273,0.0,20,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,12.333333333333334,0
1274,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,5,5,0,67.0,0
1275,0.0,60,0.0,3,0,0,9,0,0,0,9,6,0.6666666666666666,7,16,0,129.85,0
1276,0.0,26,0.0,1,0,0,4,0,0,1,4,3,0.75,4,6,0,10.851851851851851,0
1277,0.0,18,0.0,2,0,0,4,0,1,0,4,2,0.5,2,4,0,28.139344262295083,0
1278,0.0,8,0.0,0,0,0,3,0,0,0,3,3,1.0,3,3,0,33.0,0
1279,0.0,39,0.0,0,0,0,3,0,0,2,5,5,1.0,3,15,0,16.5,0
1280,0.0,50,0.0,3,0,0,7,2,0,3,7,2,0.2857142857142857,7,11,2,40.75,0
1281,0.0,32,0.0,0,0,0,1,0,0,2,6,6,1.0,1,3,0,20.0,0
1282,0.0,21,0.0,1,0,0,2,1,0,0,2,0,0.0,2,2,0,10.571428571428571,0
1283,0.0,2327,0.0,6,0,0,65,0,24,1,492,486,0.9076923076923076,47,1197,0,318.11764705882354,1
1284,0.0,204,0.0,3,0,0,12,0,0,3,53,50,0.75,1,56,0,32.37837837837838,0
1285,0.0,475,0.0,2,0,0,16,2,8,16,92,88,0.75,6,202,0,41.625,1
1286,0.0,100,0.0,1,0,0,7,0,0,5,18,17,0.8571428571428571,6,37,0,76.53846153846153,0
1287,0.0,1036,0.0,4,0,0,53,0,26,80,149,144,0.9245283018867924,20,294,0,113.5,0
1288,0.0,36,0.0,1,0,0,5,0,0,0,6,5,0.8,2,8,0,30.33333333333333,0
1289,0.0,75,0.0,0,0,0,7,0,0,1,15,15,1.0,6,20,0,23.818181818181817,0
1290,0.0,30,0.0,0,0,0,14,0,0,0,14,14,1.0,0,14,0,37.333333333333336,0
1291,0.0,156,0.0,0,0,0,6,0,1,3,32,32,1.0,2,42,0,18.4375,0
1292,0.0,28,0.0,0,0,0,3,0,0,0,4,4,1.0,2,8,0,30.59259259259259,0
1293,0.0,50,0.0,0,0,0,3,0,0,0,9,9,1.0,2,17,0,79.42857142857143,0
1294,0.0,672,0.0,18,0,0,57,8,0,12,137,108,0.543859649122807,48,319,0,30.735294117647054,1
1295,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,1,4,0,13.0,0
1296,3.703703703703704,27,0.0,0,1,0,4,0,0,2,4,4,1.0,4,5,0,56.0,0
1297,2.0202020202020203,99,1.0101010101010102,0,2,1,7,0,0,2,15,15,1.0,1,60,0,189.0,2
1298,0.0,203,0.0,5,0,0,22,0,0,5,23,18,0.7727272727272727,10,35,16,42.10526315789474,1
1299,0.0,91,0.0,3,0,0,10,3,0,4,19,13,0.4,10,12,0,29.25,0
1300,0.0,67,1.492537313432836,0,0,1,3,0,0,2,9,9,1.0,1,38,0,950.0,0
1301,0.0,15,0.0,0,0,0,4,0,0,0,4,4,1.0,0,4,0,12.0,0
1302,1.272264631043257,393,0.0,16,5,0,38,0,0,7,85,69,0.5789473684210527,25,141,0,597.0,1
1303,0.0,442,0.0,11,0,0,53,2,1,9,90,73,0.7547169811320755,44,88,0,9122.0,0
1304,0.0,14,0.0,1,0,0,2,1,0,1,2,0,0.0,2,2,0,11.666666666666666,0
1305,0.0,23,0.0,0,0,0,3,1,0,1,3,2,0.6666666666666666,3,12,0,15.545454545454543,0
1306,0.0,13,0.0,0,0,0,1,0,0,1,2,2,1.0,1,7,0,158.0,0
1307,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,6,0,42.6,0
1308,0.0,62,0.0,0,0,0,5,0,0,1,12,12,1.0,5,29,0,28.0,0
1309,0.0,90,0.0,0,0,0,5,0,0,5,10,10,1.0,5,57,0,23.77777777777778,0
1310,0.0,46,0.0,0,0,0,1,0,0,1,6,6,1.0,1,43,0,19.8,0
1311,0.0,30,0.0,0,0,0,3,0,0,0,11,11,1.0,1,29,0,40.6,0
1312,0.0,47,0.0,2,0,0,7,2,0,2,7,3,0.4285714285714285,6,10,0,79.0,0
1313,0.0,17,0.0,2,0,0,2,0,0,1,2,0,0.0,2,2,0,29.33333333333333,0
1314,0.0,44,0.0,0,0,0,3,0,0,0,7,7,1.0,2,18,0,22.9,0
1315,0.0,96,0.0,0,0,0,9,0,0,5,18,18,1.0,0,44,0,31.30555555555556,0
1316,0.0,37,0.0,0,0,0,5,0,0,0,9,9,1.0,1,23,0,21.944444444444443,0
1317,0.0,77,0.0,0,0,0,6,0,0,9,9,9,1.0,6,34,0,57.81818181818182,0
1318,0.5256241787122208,761,0.1314060446780552,2,4,1,54,2,2,5,192,188,0.925925925925926,43,344,0,24.10958904109589,3
1319,0.0,99,0.0,7,0,0,13,6,0,12,13,0,0.0,13,13,0,47.4,0
1320,0.0,8,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,13.23076923076923,0
1321,0.0,21,0.0,0,0,0,3,0,0,1,4,4,1.0,3,4,0,33.57142857142857,0
1322,0.0,51,0.0,6,0,0,9,3,0,4,9,0,0.0,9,11,0,19.0,0
1323,0.0,231,0.0,0,0,0,7,0,0,0,55,55,1.0,1,160,0,37.0,1
1324,0.0,41,0.0,0,0,0,13,0,0,0,13,13,1.0,0,13,0,33.5,0
1325,0.0,42,0.0,0,0,0,4,0,0,0,4,4,1.0,3,28,0,20.444444444444443,0
1326,0.0,242,0.0,2,0,0,20,0,0,5,54,52,0.9,7,120,0,41.63636363636363,2
1327,0.0,22,4.545454545454546,0,0,1,3,0,0,1,3,3,1.0,3,8,0,80.83333333333333,0
1328,0.0,135,0.0,7,0,0,16,5,0,12,19,7,0.25,15,32,0,40.833333333333336,0
1329,0.0,21,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,15.071428571428571,0
1330,0.0,22,0.0,1,0,0,2,1,2,1,2,0,0.0,2,4,0,24.29824561403509,0
1331,0.0,96,0.0,9,0,0,15,6,0,10,15,0,0.0,15,15,1,19.21212121212121,0
1332,0.0,196,0.0,2,0,0,4,0,24,3,16,14,0.5,4,54,0,96.0,0
1333,0.0,11,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,12.461538461538462,0
1334,0.0,75,0.0,3,0,0,5,0,0,7,6,3,0.4,1,26,0,41.6,0
1335,0.0,132,0.0,12,0,0,25,12,0,12,26,2,0.04,25,26,0,54.63636363636363,0
1336,0.0,35,0.0,0,0,0,4,0,0,1,4,4,1.0,4,12,0,53.0,0
1337,0.0,43,0.0,0,0,0,1,0,1,1,8,8,1.0,1,18,1,159.3673469387755,0
1338,0.6060606060606061,165,0.6060606060606061,5,1,1,26,0,0,5,31,26,0.8076923076923077,21,65,0,19.743589743589745,0
1339,0.5780346820809249,346,0.0,2,2,0,19,2,0,34,48,44,0.7894736842105263,1,156,0,109.0,2
1340,0.0,24,0.0,0,0,0,2,0,0,2,3,3,1.0,2,3,0,28.04,0
1341,0.0,66,0.0,0,0,0,2,0,0,0,13,13,1.0,2,30,0,7273.413265306122,1
1342,0.0,19,0.0,0,0,0,1,0,0,0,3,3,1.0,1,9,0,52.5,0
1343,0.0,37,0.0,0,0,0,1,0,0,9,1,1,1.0,1,2,0,47.5,0
1344,0.0,23,0.0,3,0,0,3,0,0,2,3,0,0.0,3,3,0,28.571428571428573,0
1345,0.0,50,0.0,2,0,0,5,2,0,3,6,2,0.2,5,22,0,47.0,0
1346,0.0,20,0.0,0,0,0,2,0,0,1,4,4,1.0,2,7,0,11.791666666666666,0
1347,0.0,30,0.0,0,0,0,1,0,1,1,5,5,1.0,1,5,1,27.272727272727277,0
1348,0.0,10,0.0,1,0,0,2,0,0,0,2,1,0.5,2,4,0,10.0,0
1349,0.0,29,0.0,0,0,0,3,1,0,2,3,2,0.6666666666666666,3,7,2,13.636363636363637,0
1350,0.0,13,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,25.666666666666668,0
1351,0.0,43,0.0,1,0,0,4,0,0,3,4,3,0.75,3,15,0,35.666666666666664,0
1352,0.0,90,0.0,6,0,0,10,0,0,0,10,4,0.4,6,10,5,20.7,0
1353,7.407407407407407,81,0.0,0,6,0,18,0,0,0,18,18,1.0,12,24,0,15.444444444444445,0
1354,0.0,76,0.0,6,0,0,8,1,0,2,8,1,0.125,8,11,7,38.63636363636363,0
1355,0.0,84,0.0,0,0,0,38,0,0,0,38,38,1.0,0,38,0,20.82456140350877,0
1356,0.0,43,0.0,1,0,0,4,0,2,0,7,6,0.75,3,16,0,89.0,0
1357,0.0,38,0.0,1,0,0,7,1,0,1,11,9,0.7142857142857143,6,14,0,60.0,0
1358,0.0,48,0.0,0,0,0,3,0,0,1,9,9,1.0,0,16,0,15.22222222222222,0
1359,0.0,129,0.0,2,0,0,7,0,1,3,17,15,0.7142857142857143,6,14,0,25.875,0
1360,0.0,27,0.0,0,0,0,2,0,0,0,3,3,1.0,1,25,0,69.0,0
1361,0.0,18,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0,118.55,0
1362,9.803921568627452,51,0.0,1,5,0,4,0,0,3,6,5,0.75,2,27,0,18.0,0
1363,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,5,5,0,15.846153846153848,0
1364,0.0,27,0.0,1,0,0,3,0,0,0,6,5,0.6666666666666666,3,14,0,177.0,0
1365,0.0,102,0.0,2,0,0,21,0,1,1,22,20,0.9047619047619048,5,43,0,40.17142857142857,0
1366,0.0,27,0.0,0,0,0,1,0,0,0,6,6,1.0,1,10,0,32.07692307692308,0
1367,0.0,9,0.0,0,0,0,1,0,0,0,2,2,1.0,1,3,0,23.0,0
1368,0.0,154,0.0,0,0,0,11,0,0,4,33,33,1.0,2,89,0,45.42857142857143,2
1369,0.0,19,0.0,0,0,0,2,0,0,0,2,2,1.0,2,3,3,47.9375,0
1370,0.0,18,0.0,3,0,0,4,0,0,0,4,1,0.25,4,4,0,17.55,0
1371,0.0,41,0.0,0,0,0,2,0,0,1,8,8,1.0,1,19,0,48.73333333333333,0
1372,0.0,23,0.0,0,0,0,1,0,0,0,4,4,1.0,1,15,0,27.0,0
1373,0.0,62,0.0,3,0,0,6,0,0,6,8,5,0.5,5,10,0,28.25,1
1374,0.0,70,0.0,2,0,0,6,0,0,0,20,18,0.6666666666666666,5,21,0,2084.6545454545453,1
1375,0.0,13,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0,8.25,0
1376,0.0,69,0.0,0,0,0,2,0,0,0,13,13,1.0,2,24,0,5112.509803921569,1
1377,0.0,44,0.0,0,0,0,2,0,0,4,3,3,1.0,2,26,2,15.454545454545457,0
