LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations,AverageNumberOfAddedLines,MaxNumberOfAddedLines,Age,AverageTimeBetweenChanges,NumberOfBugFixes,CodeChurn,MeanCommitMessageLength,NumberOfRevisions,NumberOfCommitsWithoutMessage,DaysWithCommits,AverageNumberOfDeletedLines,MaxNumberOfDeletedLines,MeanAuthorCommits,NumberOfDistinctCommitters,AverageNumberOfModifiedLines,MaxNumberOfModifiedLines,NumberOfRefactorings,AuthorFragmentation,TimePassedSinceTheLastChange,Severity
0.0,18,0.0,0,0,0,1,0,1,3,2,2,1.0,1,2,0,10.363636363636363,45,4004,340,2,54,47.45454545454545,11,0,8,5.454545454545454,23,1195.3333333333333,3,15.818181818181818,45,1,2,264,0
0.0,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.0,998,219,6,5,998,50.15384615384615,13,0,8,135.23076923076923,998,1054.0,2,347.2307692307692,1501,0,1,134,0
0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,9.571428571428571,58,4130,552,1,61,35.42857142857143,7,0,6,0.8571428571428571,3,1347.0,4,10.428571428571429,58,0,1,264,0
0.0,72,0.0,3,0,0,11,1,0,4,12,8,0.6363636363636364,9,19,0,26.25,95,2478,616,0,95,51.25,4,0,4,2.5,7,59.666666666666664,3,28.75,95,0,2,12,0
0.0,79,0.0,0,0,0,6,0,0,1,12,12,1.0,4,34,0,9.82,81,3184,16,4,146,57.04,50,0,28,6.9,81,177.6,5,16.72,81,3,14,2360,1
0.0,108,0.0,1,0,0,15,0,0,4,24,23,0.9333333333333333,2,37,0,25.77777777777778,174,1579,146,3,192,54.888888888888886,9,0,8,4.444444444444445,29,1726.3333333333333,3,30.22222222222222,174,0,2,264,1
0.0,12,0.0,1,0,0,2,1,0,1,2,0,0.0,2,2,0,14.75,33,2826,105,0,38,74.5,4,0,4,5.25,19,213.0,1,20.0,43,0,1,2406,0
0.0,72,0.0,1,0,0,5,0,0,5,12,11,0.8,3,58,0,21.6,62,980,51,1,133,35.2,15,0,13,12.733333333333333,63,628.0,1,34.333333333333336,125,0,4,203,0
0.0,104,0.0,1,0,0,7,0,0,3,19,18,0.8571428571428571,5,21,0,35.0,135,2185,546,0,135,80.0,4,0,4,1.25,2,55.666666666666664,3,36.25,135,0,3,0,0
0.0,26,0.0,0,0,0,0,0,9,1,0,0,0,0,0,0,124.0,124,1082,2,1,124,18.5,2,0,2,62.0,124,121.0,2,186.0,248,0,1,1077,0
0.0,22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.571428571428571,14,517,30,0,41,34.0,7,0,7,1.7142857142857142,8,137.0,1,9.285714285714286,15,0,8,302,0
0.0,293,0.0,1,0,0,22,0,0,12,49,48,0.9545454545454546,18,106,0,416.0,416,1082,2,1,416,18.5,2,0,2,208.0,416,121.0,2,624.0,832,0,14,1077,1
0.0,91,0.0,0,0,0,6,0,0,10,12,12,1.0,2,30,0,15.615384615384615,155,4130,297,1,174,47.38461538461539,13,0,10,2.230769230769231,12,1102.3333333333333,6,17.846153846153847,155,1,6,264,0
0.0,180,0.0,0,0,0,29,0,0,2,29,29,1.0,29,70,0,439.0,439,1082,2,1,439,18.5,2,0,2,219.5,439,121.0,2,658.5,878,0,1,1077,2
0.0,131,0.0,13,0,0,25,12,0,12,25,0,0.0,25,26,0,18.376884422110553,208,2158,10,9,1216,39.19597989949749,199,0,147,12.266331658291458,567,771.4857142857143,35,30.64321608040201,578,3,5,10,0
0.0,32,0.0,1,0,0,3,1,0,0,5,3,0.3333333333333333,3,7,0,101.0,101,1082,2,1,101,18.5,2,0,2,50.5,101,121.0,2,151.5,202,0,1,1077,0
0.0,5,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,8.590909090909092,121,2142,73,2,40,33.5,22,0,16,6.7727272727272725,98,2398.8333333333335,6,15.363636363636363,121,1,2,534,0
0.0,5,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,2.8636363636363638,29,2158,73,1,40,34.63636363636363,22,0,16,1.0454545454545454,7,1890.875,8,3.909090909090909,29,0,2,534,0
0.0,26,0.0,2,0,0,3,0,0,1,4,2,0.3333333333333333,2,5,0,30.0,59,421,7,0,59,48.5,2,0,2,0.5,1,8888.0,1,30.5,59,0,5,407,0
0.0,40,0.0,7,0,0,8,0,0,1,8,1,0.125,8,9,0,27.6,125,988,197,0,126,50.8,5,0,4,2.4,8,224.33333333333334,3,30.0,125,0,2,0,0
0.0,5,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,23.344827586206897,243,596,16,3,415,37.37931034482759,29,0,27,9.03448275862069,86,3865.3333333333335,6,32.37931034482759,243,2,1,128,0
0.0,31,0.0,0,0,0,4,0,0,1,4,4,1.0,0,9,0,20.428571428571427,104,427,38,0,87,36.714285714285715,7,0,6,8.0,32,4171.666666666667,3,28.428571428571427,104,0,8,158,0
0.0,603,0.0,60,0,0,127,0,2,0,131,71,0.5275590551181102,127,140,0,220.85714285714286,1469,154,22,0,1487,35.0,7,0,7,8.428571428571429,36,61.0,1,229.28571428571428,1469,0,11,0,0
0.0,5,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,35.07692307692308,181,2412,184,0,216,36.0,13,0,13,18.46153846153846,205,512.2,5,53.53846153846154,212,0,5,17,0
0.0,11,0.0,0,0,0,4,0,0,0,4,4,1.0,0,4,0,27.696969696969695,167,1457,14,13,1152,95.52525252525253,99,0,39,16.060606060606062,140,446.875,8,43.75757575757576,307,4,2,15,0
0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,25.0,50,632,253,0,49,58.5,2,0,2,0.5,1,195.5,2,25.5,50,0,5,126,0
0.9803921568627451,102,0.0,2,1,0,12,0,0,1,18,16,0.8333333333333334,6,37,5,13.857142857142858,65,1072,41,2,189,41.857142857142854,21,0,19,4.857142857142857,26,244.6,5,18.714285714285715,69,1,8,209,0
0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,18.0,35,1135,70,0,35,57.5,2,0,2,0.5,1,33.0,1,18.5,35,1,2,994,0
0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,27.3,247,3186,310,2,252,42.2,10,0,9,2.1,12,340.8,5,29.4,247,1,2,77,0
0.0,18,0.0,0,0,0,1,0,0,0,1,1,1.0,0,2,4,43.0,43,127,0,0,43,76.0,1,0,1,0.0,0,294.0,1,43.0,43,0,1,127,0
0.0,29,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.32352941176471,1073,360,10,5,2033,51.55882352941177,34,0,23,9.529411764705882,68,980.1428571428571,7,78.8529411764706,1073,1,1,3,0
0.0,191,0.0,1,0,0,16,0,0,1,43,42,0.9375,7,68,0,13.025641025641026,233,3426,80,8,312,88.8974358974359,39,0,36,5.0256410256410255,70,451.75,16,18.05128205128205,233,2,13,268,0
0.0,39,0.0,0,0,0,2,0,0,1,5,5,1.0,2,17,0,42.0,83,2436,878,0,84,29.5,2,0,2,0.0,0,17.0,2,42.0,83,0,3,680,0
0.0,19,0.0,0,0,0,1,0,0,3,1,1,1.0,1,4,0,32.5,64,1135,70,0,64,57.5,2,0,2,0.5,1,33.0,1,33.0,64,1,1,994,0
0.0,21,0.0,0,0,0,1,0,1,1,1,1,1.0,1,4,1,15.979166666666666,443,2614,27,8,633,64.55208333333333,96,0,78,9.385416666666666,165,1027.2777777777778,18,25.364583333333332,443,3,2,22,0
0.0,16,0.0,0,0,0,1,0,1,0,1,1,1.0,1,8,0,5.8,60,2653,42,6,0,83.48333333333333,60,0,49,5.8,57,1309.5555555555557,9,11.6,60,3,2,74,0
0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2,27.0,27,218,0,0,27,60.0,1,0,1,0.0,0,223.0,1,27.0,27,0,1,218,0
0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,12.0,12,218,0,0,12,60.0,1,0,1,0.0,0,223.0,1,12.0,12,0,3,218,0
0.0,33,0.0,0,0,0,2,0,2,1,2,2,1.0,2,11,1,4.9375,60,2653,39,7,84,78.25,64,0,51,3.625,25,1412.6363636363637,11,8.5625,60,2,7,116,0
0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,12.0,12,218,0,0,12,60.0,1,0,1,0.0,0,223.0,1,12.0,12,0,3,218,0
0.0,39,0.0,1,0,0,6,0,0,0,6,5,0.8333333333333334,0,19,0,39.06666666666667,780,465,15,4,813,49.166666666666664,30,0,22,11.966666666666667,127,1388.125,8,51.03333333333333,780,1,1,2,0
4.444444444444445,180,0.5555555555555556,3,8,1,18,0,0,9,27,24,0.8333333333333334,6,72,2,36.857142857142854,248,612,43,0,396,54.285714285714285,14,0,10,8.571428571428571,51,468.0,4,45.42857142857143,299,0,27,0,0
1.8867924528301887,106,9.433962264150944,3,2,10,14,0,0,3,20,17,0.7857142857142857,8,38,0,21.8,183,421,19,0,183,34.9,10,0,8,3.5,18,4369.6,5,25.3,183,0,20,228,1
0.0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11,218,0,0,11,60.0,1,0,1,0.0,0,223.0,1,11.0,11,0,1,218,0
0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,12.0,12,218,0,0,12,60.0,1,0,1,0.0,0,223.0,1,12.0,12,0,3,218,0
0.0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11,218,0,0,11,60.0,1,0,1,0.0,0,223.0,1,11.0,11,0,1,218,0
0.0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11,218,0,0,11,60.0,1,0,1,0.0,0,223.0,1,11.0,11,0,1,218,0
0.0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11,218,0,0,11,60.0,1,0,1,0.0,0,223.0,1,11.0,11,0,1,218,0
0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,12.0,12,218,0,0,12,60.0,1,0,1,0.0,0,223.0,1,12.0,12,0,3,218,0
0.0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11,218,0,0,11,60.0,1,0,1,0.0,0,223.0,1,11.0,11,0,1,218,0
0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2,27.0,27,218,0,0,27,60.0,1,0,1,0.0,0,223.0,1,27.0,27,0,1,218,0
0.0,30,0.0,3,0,0,4,1,0,3,4,0,0.0,4,4,0,12.3,50,2487,248,0,52,53.2,10,0,10,7.1,29,192.8,5,19.4,78,0,1,0,0
0.0,27,0.0,0,0,0,1,0,1,1,1,1,1.0,1,11,2,121.0,414,297,10,0,417,43.75,4,0,3,16.75,50,2696.0,2,137.75,414,0,2,256,0
0.0,54,0.0,4,0,0,9,0,0,3,9,5,0.5555555555555556,9,16,0,124.27272727272727,820,855,77,0,1202,49.45454545454545,11,0,8,15.0,72,579.6666666666666,3,139.27272727272728,820,0,7,0,0
0.0,16,0.0,1,0,0,1,0,1,0,1,0,0.0,1,3,0,52.0,52,2095,0,0,52,47.0,1,0,1,0.0,0,312.0,1,52.0,52,0,1,2095,0
0.0,577,0.0,5,0,0,34,0,1,0,128,123,0.8529411764705882,10,376,0,12.244152046783626,751,2653,3,63,783,74.00877192982456,684,0,405,11.099415204678362,751,727.8857142857142,35,23.343567251461987,1502,20,25,26,1
0.0,18,0.0,3,0,0,4,0,0,0,4,1,0.25,1,4,0,6.666666666666667,20,1818,134,0,20,13.666666666666666,3,0,3,0.0,0,57.0,3,6.666666666666667,20,0,1,1414,0
0.0,70,0.0,3,0,0,6,0,0,7,7,4,0.5,0,14,8,24.5,77,338,56,0,107,30.166666666666668,6,0,6,6.666666666666667,22,180.75,4,31.166666666666668,77,1,15,0,0
0.0,31,0.0,0,0,0,1,0,2,0,16,16,1.0,1,18,0,162.5,977,1818,82,1,1414,31.3,10,0,10,21.1,132,55.666666666666664,3,183.6,977,0,2,990,0
0.0,5,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,4.96,33,4141,165,2,37,61.8,25,0,18,3.48,14,1009.0,8,8.44,33,0,4,1,0
3.076923076923077,65,0.0,0,2,0,8,3,0,4,12,9,0.625,6,19,0,11.764705882352942,87,2419,142,5,121,41.1764705882353,17,0,17,4.647058823529412,17,668.0,7,16.41176470588235,87,0,15,1,0
0.0,28,0.0,3,0,0,3,0,0,3,3,0,0.0,3,3,0,15.5,55,1712,427,2,56,31.0,4,0,4,1.5,3,976.5,2,17.0,55,0,2,1,0
0.0,30,0.0,0,0,0,14,0,0,0,14,14,1.0,0,14,0,23.734375,285,933,14,7,1077,42.6875,64,0,51,6.90625,70,2368.8571428571427,7,30.640625,346,7,2,2,0
0.0,34,0.0,4,0,0,4,0,0,3,4,0,0.0,4,5,1,22.6,136,3438,137,2,375,62.04,25,0,24,7.6,88,1987.0,8,30.2,142,1,7,2,0
0.0,21,0.0,2,0,0,2,0,0,2,2,0,0.0,2,3,2,22.0,37,41,2,0,44,45.5,2,0,2,0.0,0,106.0,1,22.0,37,0,1,36,0
0.0,71,0.0,0,0,0,7,0,0,2,9,9,1.0,0,31,0,66.66666666666667,268,255,11,1,282,34.333333333333336,6,0,5,19.666666666666668,74,881.0,2,86.33333333333333,270,0,4,184,0
0.0,67,0.0,0,0,0,4,0,0,3,9,9,1.0,2,25,2,20.5,62,1811,226,0,128,40.25,8,0,7,4.5,17,2144.4,5,25.0,79,0,11,2,0
0.0,35,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,0,7.857142857142857,31,358,25,0,57,27.857142857142858,14,0,13,3.7857142857142856,30,332.5,2,11.642857142857142,61,1,1,6,0
0.0,18,0.0,2,0,0,4,0,0,0,4,2,0.5,4,4,0,6.666666666666667,20,1818,134,0,20,13.666666666666666,3,0,3,0.0,0,57.0,3,6.666666666666667,20,0,1,1414,0
0.0,56,0.0,2,0,0,3,0,0,2,11,9,0.3333333333333333,3,14,0,23.46875,277,694,21,2,407,47.59375,32,0,23,10.75,101,2129.875,8,34.21875,277,2,5,2,0
0.0,12,0.0,0,0,0,1,0,0,2,1,1,1.0,1,2,1,37.40909090909091,335,918,38,0,466,25.636363636363637,22,0,17,16.227272727272727,106,817.0,1,53.63636363636363,335,0,2,78,0
0.0,13,0.0,0,0,0,1,0,0,0,1,1,1.0,1,4,0,17.166666666666668,55,2485,412,0,49,62.166666666666664,6,0,5,9.0,21,262.0,3,26.166666666666668,55,0,2,9,0
0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0,8.88888888888889,29,1505,68,0,39,27.333333333333332,9,0,8,4.555555555555555,10,939.0,1,13.444444444444445,29,1,1,891,0
0.0,16,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,19.5,38,2485,1238,0,38,42.0,2,0,2,0.5,1,384.5,2,20.0,38,0,1,9,0
0.0,15,0.0,0,0,0,1,0,0,0,2,2,1.0,1,9,0,51.0,51,211,0,0,51,19.0,1,0,1,0.0,0,13.0,1,51.0,51,0,1,211,0
0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,15.25,52,1224,64,0,52,52.75,4,0,4,2.25,9,71.0,3,17.5,52,0,12,968,0
0.0,28,0.0,0,0,0,1,0,0,0,2,2,1.0,1,8,2,10.6,51,2878,108,0,70,51.2,10,0,9,3.6,14,604.6666666666666,3,14.2,51,0,6,1793,0
0.0,8,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0,4.428571428571429,9,715,27,1,10,42.857142857142854,7,0,6,3.0,5,366.0,1,7.428571428571429,14,3,1,520,0
2.7777777777777777,36,0.0,0,1,0,1,0,0,1,6,6,1.0,1,16,0,363.0,363,216,0,0,363,37.0,1,0,1,0.0,0,206.0,1,363.0,363,0,2,216,0
0.0,62,0.0,0,0,0,1,0,7,3,1,1,1.0,1,1,0,23.0,46,927,51,0,81,27.75,4,0,4,2.75,5,154.75,4,25.75,46,0,7,720,0
0.0,30,0.0,0,0,0,2,0,0,1,5,5,1.0,0,9,0,36.0,223,912,49,1,559,58.75,16,0,15,1.0625,5,168.57142857142858,7,37.0625,223,0,3,118,0
0.0,6,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,30.333333333333332,136,927,67,1,154,45.333333333333336,6,0,6,4.666666666666667,12,159.5,4,35.0,136,0,1,525,0
0.0,170,0.0,0,0,0,12,0,0,1,44,44,1.0,4,111,0,52.375,299,755,12,0,264,42.625,8,0,7,19.375,56,111.33333333333333,3,71.75,299,0,30,659,1
0.0,11,0.0,0,0,0,0,0,3,0,0,0,0,0,0,3,10.666666666666666,30,1156,8,0,30,27.333333333333332,3,0,3,0.6666666666666666,1,411.0,1,11.333333333333334,30,0,1,1131,0
0.0,167,0.0,1,0,0,18,0,0,11,21,20,0.9444444444444444,18,48,0,93.5,174,626,4,0,187,39.5,2,0,2,0.0,0,146.0,1,93.5,174,0,3,618,0
0.0,77,0.0,0,0,0,5,0,0,7,12,12,1.0,4,30,0,35.714285714285715,117,496,57,1,117,52.57142857142857,7,0,7,19.0,117,31.0,2,54.714285714285715,117,0,3,92,0
0.0,22,0.0,1,0,0,1,0,1,0,1,0,0.0,1,3,0,8.88888888888889,37,578,59,2,49,52.888888888888886,9,0,7,3.4444444444444446,18,856.0,5,12.333333333333334,37,0,5,45,0
0.0,8,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0,7.733333333333333,43,1674,108,1,50,79.33333333333333,15,0,11,4.4,18,781.1818181818181,11,12.133333333333333,43,2,2,45,0
0.0,81,0.0,6,0,0,10,0,0,2,18,12,0.4,10,22,0,7.516129032258065,87,2340,71,7,145,66.06451612903226,31,0,29,2.838709677419355,25,360.0,17,10.35483870967742,87,1,9,122,0
0.0,185,0.0,0,0,0,8,0,0,11,51,51,1.0,6,82,0,40.3125,673,1001,31,5,392,61.53125,32,0,30,28.0625,411,274.5,10,68.375,673,1,40,8,3
0.0,410,0.0,12,0,0,52,0,0,12,74,62,0.7692307692307693,40,77,0,23.428571428571427,265,1041,47,4,415,62.904761904761905,21,0,18,3.6666666666666665,36,1010.25,8,27.095238095238095,301,0,61,45,2
0.0,20,0.0,1,0,0,4,0,0,0,4,3,0.75,0,5,0,8.636363636363637,38,1093,84,0,66,47.72727272727273,11,0,11,2.6363636363636362,12,363.5,6,11.272727272727273,38,0,5,159,0
0.0,67,0.0,0,0,0,2,0,0,4,7,7,1.0,2,30,0,11.833333333333334,81,2149,118,2,123,87.27777777777777,18,0,18,5.0,19,389.9,10,16.833333333333332,81,0,12,8,0
0.5319148936170213,188,0.0,2,1,0,15,0,1,1,40,38,0.8666666666666667,8,95,0,13.982142857142858,114,1282,21,3,267,70.08928571428571,56,0,50,9.214285714285714,83,183.1904761904762,21,23.196428571428573,134,4,21,70,1
0.0,10,0.0,1,0,0,1,0,0,1,1,0,0.0,0,1,1,7.96875,45,5294,134,2,-1,57.28125,32,0,28,8.0,38,2864.0,8,15.96875,45,4,3,1005,0
0.0,18,0.0,1,0,0,4,0,0,0,4,3,0.75,4,4,0,15.75,70,1424,115,1,76,124.375,8,0,7,6.25,33,79.28571428571429,7,22.0,70,1,3,501,0
0.0,27,0.0,0,0,0,2,0,0,0,7,7,1.0,2,10,0,41.4,458,1424,92,4,462,98.06666666666666,15,0,13,10.6,117,283.8181818181818,11,52.0,458,1,4,37,0
0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,38.61904761904762,501,1137,44,1,372,55.19047619047619,21,0,20,20.904761904761905,152,404.75,8,59.523809523809526,501,0,1,201,0
0.0,8,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,8.625,33,1386,132,1,31,42.125,8,0,7,4.75,13,828.0,5,13.375,33,1,3,330,0
0.0,9,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.615384615384615,100,1605,60,2,166,50.92307692307692,26,0,24,5.230769230769231,33,481.2352941176471,17,16.846153846153847,100,1,3,44,0
0.0,18,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0,5.5,23,2164,83,3,47,50.72727272727273,22,0,18,3.3636363636363638,12,677.7,10,8.863636363636363,31,0,4,331,0
0.0,10,0.0,0,0,0,1,0,0,0,3,3,1.0,1,1,0,6.333333333333333,26,5582,322,0,29,45.55555555555556,9,0,8,3.111111111111111,9,1033.0,4,9.444444444444445,26,0,3,2679,0
0.0,36,0.0,0,0,0,1,0,0,0,1,1,1.0,0,19,0,15.538461538461538,76,5585,223,1,109,39.53846153846154,13,0,12,7.153846153846154,62,1033.0,4,22.692307692307693,138,0,8,2679,0
0.0,14,0.0,0,0,0,0,0,6,0,0,0,0,0,0,0,155.33333333333334,466,1222,78,0,466,59.0,3,0,3,0.0,0,69.33333333333333,3,155.33333333333334,466,0,1,988,0
0.0,32,0.0,0,0,0,3,0,0,1,4,4,1.0,3,12,0,7.5,54,1332,118,0,65,45.8,10,0,10,1.0,2,990.5,4,8.5,54,1,2,150,0
0.0,75,0.0,0,0,0,20,0,0,0,20,20,1.0,20,46,0,23.8,80,1010,110,1,81,58.4,5,0,5,7.6,29,600.3333333333334,3,31.4,80,0,2,459,0
0.0,284,0.0,3,0,0,10,0,19,1,25,22,0.7,8,92,0,327.5,498,1010,21,0,508,55.5,2,0,2,73.5,147,107.0,1,401.0,498,0,2,968,0
0.0,186,0.0,1,0,0,13,1,0,0,45,42,0.8461538461538461,12,50,0,187.5,374,1010,21,0,375,50.5,2,0,2,0.0,0,107.0,1,187.5,374,0,70,968,0
0.0,46,0.0,2,0,0,8,0,0,1,8,6,0.75,0,16,1,21.6,83,3247,447,2,104,66.2,5,0,5,0.8,3,480.25,4,22.4,83,1,10,1012,0
0.0,344,0.0,2,0,0,12,0,0,3,79,77,0.8333333333333334,4,147,0,43.42857142857143,272,650,40,1,461,66.0,14,0,7,10.5,45,1222.3333333333333,3,53.92857142857143,272,3,12,86,1
0.0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.983050847457626,509,3913,49,30,788,91.49152542372882,59,0,55,36.6271186440678,536,310.6923076923077,13,86.61016949152543,1045,15,2,1011,0
0.0,22,0.0,2,0,0,4,1,0,1,4,1,0.25,4,4,0,14.666666666666666,42,3337,775,1,44,78.33333333333333,3,0,3,0.0,0,127.33333333333333,3,14.666666666666666,42,0,2,1012,0
0.0,57,0.0,5,0,0,14,0,1,0,14,9,0.6428571428571429,5,14,0,9.555555555555555,45,2964,281,2,77,68.55555555555556,9,0,9,1.0,2,330.5,6,10.555555555555555,45,1,5,431,0
0.0,410,0.0,7,0,0,33,0,0,11,83,76,0.7878787878787878,13,157,2,43.875,411,1558,83,8,520,67.5,16,0,13,11.375,48,535.8333333333334,6,55.25,411,1,18,220,0
0.0,141,0.0,23,0,0,23,0,0,23,23,0,0.0,23,69,0,624.4,2583,1008,24,1,2557,59.0,5,0,5,113.0,534,479.0,3,737.4,2583,0,2,886,0
0.0,85,0.0,4,0,0,8,0,0,4,13,9,0.5,8,32,0,40.0,163,584,11,1,184,49.2,5,0,5,3.2,11,127.5,2,43.2,163,1,6,528,0
0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,0,4,0,30.666666666666668,77,1011,9,0,78,24.0,3,0,3,4.666666666666667,14,188.5,2,35.333333333333336,77,0,23,983,0
0.0,52,0.0,3,0,0,5,0,0,0,7,4,0.4,3,5,0,41.0,143,1222,59,0,143,40.25,4,0,4,5.25,21,153.66666666666666,3,46.25,143,0,24,983,0
0.0,132,0.0,2,0,0,12,2,0,0,30,24,0.6666666666666666,11,28,0,80.4,270,1043,12,0,296,31.2,5,0,4,21.2,64,173.66666666666666,3,101.6,270,0,47,982,0
0.0,50,0.0,0,0,0,1,0,0,0,5,5,1.0,1,35,0,12.62962962962963,125,6803,49,14,105,124.50617283950618,81,0,59,11.333333333333334,166,878.4545454545455,11,23.962962962962962,246,2,6,2774,1
0.0,92,0.0,6,0,0,14,4,0,6,19,9,0.2857142857142857,14,25,0,10.75,74,4256,226,7,127,150.625,16,0,15,2.8125,27,1030.4285714285713,7,13.5625,74,2,7,640,0
10.0,20,0.0,0,2,0,2,0,0,0,2,2,1.0,2,12,0,17.333333333333332,48,1006,192,0,40,35.333333333333336,3,0,3,4.0,11,169.0,2,21.333333333333332,48,0,7,430,0
0.0,44,0.0,4,0,0,8,2,0,0,9,3,0.25,8,10,0,12.5,98,4841,397,3,96,63.2,10,0,10,2.9,17,704.0,4,15.4,98,2,2,862,0
0.0,9,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,16.0,16,965,0,0,16,108.0,1,0,1,0.0,0,80.0,1,16.0,16,0,3,965,0
0.0,29,0.0,0,0,0,4,1,0,2,5,4,0.75,4,6,0,173.66666666666666,1014,4473,42,1,1035,65.66666666666667,6,0,6,1.1666666666666667,5,1303.5,4,174.83333333333334,1014,0,1,4217,0
0.0,22,0.0,4,0,0,4,0,0,0,4,0,0.0,0,4,0,16.5,29,1555,589,0,30,20.0,2,0,2,1.5,3,67.0,2,18.0,29,0,3,377,0
0.0,141,0.0,23,0,0,33,0,0,0,34,11,0.30303030303030304,33,66,0,249.0,249,996,0,0,249,65.0,1,0,1,0.0,0,80.0,1,249.0,249,0,24,996,1
0.0,5,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.0,8,2636,0,0,8,50.0,1,0,1,0.0,0,121.0,1,8.0,8,0,1,2636,0
0.0,8,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.0,13,965,0,0,13,108.0,1,0,1,0.0,0,80.0,1,13.0,13,0,1,965,0
0.0,103,0.0,0,0,0,5,0,0,0,23,23,1.0,1,40,0,13.333333333333334,149,4830,25,0,160,42.041666666666664,24,0,19,6.666666666666667,47,1096.4,5,20.0,187,0,1,4217,0
0.0,93,0.0,6,0,0,8,0,0,4,13,6,0.25,2,37,0,15.666666666666666,131,1191,68,0,145,57.666666666666664,12,0,7,3.5833333333333335,11,1117.4,5,19.25,131,0,5,371,0
0.0,48,0.0,4,0,0,7,0,0,3,7,3,0.42857142857142855,7,12,0,13.88888888888889,42,1262,121,0,79,60.0,9,0,7,5.111111111111111,14,1372.0,4,19.0,42,1,2,169,0
0.0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,13,5925,0,0,13,15.0,1,0,1,0.0,0,918.0,1,13.0,13,0,1,5925,0
0.0,52,0.0,3,0,0,6,0,0,3,8,5,0.5,6,7,0,23.375,62,1262,133,0,81,58.0,8,0,8,13.25,26,984.5,6,36.625,62,0,7,198,0
0.0,89,0.0,0,0,0,9,0,0,0,27,27,1.0,9,16,0,36.75,93,3935,973,0,99,24.75,4,0,4,12.0,37,2682.5,2,48.75,93,2,1,42,0
0.0,185,0.0,18,0,0,36,18,0,18,36,0,0.0,36,36,0,46.0,176,1392,231,0,244,35.333333333333336,6,0,3,5.333333333333333,28,4374.0,4,51.333333333333336,176,0,4,5,0
0.0,40,0.0,4,0,0,7,3,0,3,7,0,0.0,7,7,2,30.5,60,2097,1046,0,60,61.5,2,0,2,0.5,1,360.5,2,31.0,60,0,1,5,0
0.0,6,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,77.0,282,154,37,0,306,34.75,4,0,4,0.5,1,2417.0,3,77.5,282,0,1,5,0
