SampleId,SampleType,AverageNumberOfAddedLines,MaxNumberOfAddedLines,Age,AverageTimeBetweenChanges,NumberOfBugFixes,CodeChurn,MeanCommitMessageLength,NumberOfRevisions,NumberOfCommitsWithoutMessage,DaysWithCommits,AverageNumberOfDeletedLines,MaxNumberOfDeletedLines,MeanAuthorCommits,NumberOfDistinctCommitters,AverageNumberOfModifiedLines,MaxNumberOfModifiedLines,NumberOfRefactorings,AuthorFragmentation,TimePassedSinceTheLastChange
7375915,CLASS,21.8,183,421,19,0,183,34.9,10,0,8,3.5,18,4369.6,5,25.3,183,0,20,228
7477969,CLASS,11.0,11,218,0,0,11,60.0,1,0,1,0.0,0,223.0,1,11.0,11,0,1,218
7468700,CLASS,12.0,12,218,0,0,12,60.0,1,0,1,0.0,0,223.0,1,12.0,12,0,3,218
7478608,CLASS,11.0,11,218,0,0,11,60.0,1,0,1,0.0,0,223.0,1,11.0,11,0,1,218
7482808,CLASS,11.0,11,218,0,0,11,60.0,1,0,1,0.0,0,223.0,1,11.0,11,0,1,218
7482898,CLASS,11.0,11,218,0,0,11,60.0,1,0,1,0.0,0,223.0,1,11.0,11,0,1,218
7471737,CLASS,12.0,12,218,0,0,12,60.0,1,0,1,0.0,0,223.0,1,12.0,12,0,3,218
7484156,CLASS,11.0,11,218,0,0,11,60.0,1,0,1,0.0,0,223.0,1,11.0,11,0,1,218
7481501,CLASS,27.0,27,218,0,0,27,60.0,1,0,1,0.0,0,223.0,1,27.0,27,0,1,218
7501187,CLASS,12.3,50,2487,248,0,52,53.2,10,0,10,7.1,29,192.8,5,19.4,78,0,1,0
7513430,CLASS,121.0,414,297,10,0,417,43.75,4,0,3,16.75,50,2696.0,2,137.75,414,0,2,256
7503099,CLASS,124.27272727272727,820,855,77,0,1202,49.45454545454545,11,0,8,15.0,72,579.6666666666666,3,139.27272727272728,820,0,7,0
7523283,CLASS,52.0,52,2095,0,0,52,47.0,1,0,1,0.0,0,312.0,1,52.0,52,0,1,2095
7496363,CLASS,12.244152046783626,751,2653,3,63,783,74.00877192982456,684,0,405,11.099415204678362,751,727.8857142857142,35,23.343567251461987,1502,20,25,26
7539038,CLASS,6.666666666666667,20,1818,134,0,20,13.666666666666666,3,0,3,0.0,0,57.0,3,6.666666666666667,20,0,1,1414
7525557,CLASS,24.5,77,338,56,0,107,30.166666666666668,6,0,6,6.666666666666667,22,180.75,4,31.166666666666668,77,1,15,0
7540589,CLASS,162.5,977,1818,82,1,1414,31.3,10,0,10,21.1,132,55.666666666666664,3,183.6,977,0,2,990
7549648,CLASS,4.96,33,4141,165,2,37,61.8,25,0,18,3.48,14,1009.0,8,8.44,33,0,4,1
7553936,CLASS,11.764705882352942,87,2419,142,5,121,41.1764705882353,17,0,17,4.647058823529412,17,668.0,7,16.41176470588235,87,0,15,1
7548776,CLASS,15.5,55,1712,427,2,56,31.0,4,0,4,1.5,3,976.5,2,17.0,55,0,2,1
7591041,CLASS,23.734375,285,933,14,7,1077,42.6875,64,0,51,6.90625,70,2368.8571428571427,7,30.640625,346,7,2,2
7576345,CLASS,22.6,136,3438,137,2,375,62.04,25,0,24,7.6,88,1987.0,8,30.2,142,1,7,2
7600324,CLASS,22.0,37,41,2,0,44,45.5,2,0,2,0.0,0,106.0,1,22.0,37,0,1,36
7441493,CLASS,66.66666666666667,268,255,11,1,282,34.333333333333336,6,0,5,19.666666666666668,74,881.0,2,86.33333333333333,270,0,4,184
7586207,CLASS,20.5,62,1811,226,0,128,40.25,8,0,7,4.5,17,2144.4,5,25.0,79,0,11,2
7625447,CLASS,7.857142857142857,31,358,25,0,57,27.857142857142858,14,0,13,3.7857142857142856,30,332.5,2,11.642857142857142,61,1,1,6
7541111,CLASS,6.666666666666667,20,1818,134,0,20,13.666666666666666,3,0,3,0.0,0,57.0,3,6.666666666666667,20,0,1,1414
7613058,CLASS,23.46875,277,694,21,2,407,47.59375,32,0,23,10.75,101,2129.875,8,34.21875,277,2,5,2
7657534,CLASS,37.40909090909091,335,918,38,0,466,25.636363636363637,22,0,17,16.227272727272727,106,817.0,1,53.63636363636363,335,0,2,78
7633041,CLASS,17.166666666666668,55,2485,412,0,49,62.166666666666664,6,0,5,9.0,21,262.0,3,26.166666666666668,55,0,2,9
7661107,CLASS,8.88888888888889,29,1505,68,0,39,27.333333333333332,9,0,8,4.555555555555555,10,939.0,1,13.444444444444445,29,1,1,891
7634280,CLASS,19.5,38,2485,1238,0,38,42.0,2,0,2,0.5,1,384.5,2,20.0,38,0,1,9
7673002,CLASS,51.0,51,211,0,0,51,19.0,1,0,1,0.0,0,13.0,1,51.0,51,0,1,211
8043712,CLASS,15.25,52,1224,64,0,52,52.75,4,0,4,2.25,9,71.0,3,17.5,52,0,12,968
7654989,CLASS,10.6,51,2878,108,0,70,51.2,10,0,9,3.6,14,604.6666666666666,3,14.2,51,0,6,1793
7716255,CLASS,4.428571428571429,9,715,27,1,10,42.857142857142854,7,0,6,3.0,5,366.0,1,7.428571428571429,14,3,1,520
7726338,CLASS,363.0,363,216,0,0,363,37.0,1,0,1,0.0,0,206.0,1,363.0,363,0,2,216
7721873,CLASS,23.0,46,927,51,0,81,27.75,4,0,4,2.75,5,154.75,4,25.75,46,0,7,720
7718829,CLASS,36.0,223,912,49,1,559,58.75,16,0,15,1.0625,5,168.57142857142858,7,37.0625,223,0,3,118
7725777,CLASS,30.333333333333332,136,927,67,1,154,45.333333333333336,6,0,6,4.666666666666667,12,159.5,4,35.0,136,0,1,525
7681481,CLASS,52.375,299,755,12,0,264,42.625,8,0,7,19.375,56,111.33333333333333,3,71.75,299,0,30,659
7725645,CLASS,10.666666666666666,30,1156,8,0,30,27.333333333333332,3,0,3,0.6666666666666666,1,411.0,1,11.333333333333334,30,0,1,1131
7728455,CLASS,93.5,174,626,4,0,187,39.5,2,0,2,0.0,0,146.0,1,93.5,174,0,3,618
7711363,CLASS,35.714285714285715,117,496,57,1,117,52.57142857142857,7,0,7,19.0,117,31.0,2,54.714285714285715,117,0,3,92
7748459,CLASS,8.88888888888889,37,578,59,2,49,52.888888888888886,9,0,7,3.4444444444444446,18,856.0,5,12.333333333333334,37,0,5,45
7756213,CLASS,7.733333333333333,43,1674,108,1,50,79.33333333333333,15,0,11,4.4,18,781.1818181818181,11,12.133333333333333,43,2,2,45
7757616,CLASS,7.516129032258065,87,2340,71,7,145,66.06451612903226,31,0,29,2.838709677419355,25,360.0,17,10.35483870967742,87,1,9,122
7757709,CLASS,40.3125,673,1001,31,5,392,61.53125,32,0,30,28.0625,411,274.5,10,68.375,673,1,40,8
7747098,CLASS,23.428571428571427,265,1041,47,4,415,62.904761904761905,21,0,18,3.6666666666666665,36,1010.25,8,27.095238095238095,301,0,61,45
7777986,CLASS,8.636363636363637,38,1093,84,0,66,47.72727272727273,11,0,11,2.6363636363636362,12,363.5,6,11.272727272727273,38,0,5,159
7763705,CLASS,11.833333333333334,81,2149,118,2,123,87.27777777777777,18,0,18,5.0,19,389.9,10,16.833333333333332,81,0,12,8
7824709,CLASS,13.982142857142858,114,1282,21,3,267,70.08928571428571,56,0,50,9.214285714285714,83,183.1904761904762,21,23.196428571428573,134,4,21,70
7786204,CLASS,7.96875,45,5294,134,2,-1,57.28125,32,0,28,8.0,38,2864.0,8,15.96875,45,4,3,1005
7856180,CLASS,15.75,70,1424,115,1,76,124.375,8,0,7,6.25,33,79.28571428571429,7,22.0,70,1,3,501
7834065,CLASS,41.4,458,1424,92,4,462,98.06666666666666,15,0,13,10.6,117,283.8181818181818,11,52.0,458,1,4,37
7880048,CLASS,38.61904761904762,501,1137,44,1,372,55.19047619047619,21,0,20,20.904761904761905,152,404.75,8,59.523809523809526,501,0,1,201
7898105,CLASS,8.625,33,1386,132,1,31,42.125,8,0,7,4.75,13,828.0,5,13.375,33,1,3,330
7886991,CLASS,11.615384615384615,100,1605,60,2,166,50.92307692307692,26,0,24,5.230769230769231,33,481.2352941176471,17,16.846153846153847,100,1,3,44
7911805,CLASS,5.5,23,2164,83,3,47,50.72727272727273,22,0,18,3.3636363636363638,12,677.7,10,8.863636363636363,31,0,4,331
7918920,CLASS,54.333333333333336,163,1851,335,0,163,200.0,3,0,3,0.0,0,1900.0,1,54.333333333333336,163,0,48,846
7926879,CLASS,62.4054054054054,620,2408,59,21,1540,118.70270270270271,37,0,36,20.783783783783782,323,972.0,2,83.1891891891892,943,3,2,195
7927203,CLASS,49.0,117,2258,103,4,145,81.14285714285714,7,0,5,28.285714285714285,117,1900.0,1,77.28571428571429,234,0,1,1534
7921668,CLASS,15.833333333333334,82,2472,83,8,80,137.0,18,0,17,11.38888888888889,77,1900.0,1,27.22222222222222,156,3,3,967
7925698,CLASS,17.571428571428573,59,2472,215,4,56,110.14285714285714,7,0,7,9.571428571428571,58,1900.0,1,27.142857142857142,116,1,4,967
7927341,CLASS,44.375,314,1851,125,2,331,118.375,8,0,7,3.0,13,1900.0,1,47.375,314,1,53,846
7938128,CLASS,6.333333333333333,26,5582,322,0,29,45.55555555555556,9,0,8,3.111111111111111,9,1033.0,4,9.444444444444445,26,0,3,2679
7938714,CLASS,15.538461538461538,76,5585,223,1,109,39.53846153846154,13,0,12,7.153846153846154,62,1033.0,4,22.692307692307693,138,0,8,2679
7997794,CLASS,155.33333333333334,466,1222,78,0,466,59.0,3,0,3,0.0,0,69.33333333333333,3,155.33333333333334,466,0,1,988
7961905,CLASS,7.5,54,1332,118,0,65,45.8,10,0,10,1.0,2,990.5,4,8.5,54,1,2,150
8003657,CLASS,23.8,80,1010,110,1,81,58.4,5,0,5,7.6,29,600.3333333333334,3,31.4,80,0,2,459
8009401,CLASS,327.5,498,1010,21,0,508,55.5,2,0,2,73.5,147,107.0,1,401.0,498,0,2,968
8004086,CLASS,187.5,374,1010,21,0,375,50.5,2,0,2,0.0,0,107.0,1,187.5,374,0,70,968
8026269,CLASS,21.6,83,3247,447,2,104,66.2,5,0,5,0.8,3,480.25,4,22.4,83,1,10,1012
8023829,CLASS,43.42857142857143,272,650,40,1,461,66.0,14,0,7,10.5,45,1222.3333333333333,3,53.92857142857143,272,3,12,86
8049293,CLASS,49.983050847457626,509,3913,49,30,788,91.49152542372882,59,0,55,36.6271186440678,536,310.6923076923077,13,86.61016949152543,1045,15,2,1011
8050224,CLASS,14.666666666666666,42,3337,775,1,44,78.33333333333333,3,0,3,0.0,0,127.33333333333333,3,14.666666666666666,42,0,2,1012
8049187,CLASS,9.555555555555555,45,2964,281,2,77,68.55555555555556,9,0,9,1.0,2,330.5,6,10.555555555555555,45,1,5,431
8025468,CLASS,43.875,411,1558,83,8,520,67.5,16,0,13,11.375,48,535.8333333333334,6,55.25,411,1,18,220
8049118,CLASS,624.4,2583,1008,24,1,2557,59.0,5,0,5,113.0,534,479.0,3,737.4,2583,0,2,886
8073031,CLASS,40.0,163,584,11,1,184,49.2,5,0,5,3.2,11,127.5,2,43.2,163,1,6,528
8089702,CLASS,30.666666666666668,77,1011,9,0,78,24.0,3,0,3,4.666666666666667,14,188.5,2,35.333333333333336,77,0,23,983
8082495,CLASS,41.0,143,1222,59,0,143,40.25,4,0,4,5.25,21,153.66666666666666,3,46.25,143,0,24,983
8099651,CLASS,80.4,270,1043,12,0,296,31.2,5,0,4,21.2,64,173.66666666666666,3,101.6,270,0,47,982
8155488,CLASS,12.62962962962963,125,6803,49,14,105,124.50617283950618,81,0,59,11.333333333333334,166,878.4545454545455,11,23.962962962962962,246,2,6,2774
8167612,CLASS,10.75,74,4256,226,7,127,150.625,16,0,15,2.8125,27,1030.4285714285713,7,13.5625,74,2,7,640
8198529,CLASS,17.333333333333332,48,1006,192,0,40,35.333333333333336,3,0,3,4.0,11,169.0,2,21.333333333333332,48,0,7,430
8169113,CLASS,12.5,98,4841,397,3,96,63.2,10,0,10,2.9,17,704.0,4,15.4,98,2,2,862
8202625,CLASS,16.0,16,965,0,0,16,108.0,1,0,1,0.0,0,80.0,1,16.0,16,0,3,965
8224488,CLASS,173.66666666666666,1014,4473,42,1,1035,65.66666666666667,6,0,6,1.1666666666666667,5,1303.5,4,174.83333333333334,1014,0,1,4217
8213293,CLASS,16.5,29,1555,589,0,30,20.0,2,0,2,1.5,3,67.0,2,18.0,29,0,3,377
8198711,CLASS,249.0,249,996,0,0,249,65.0,1,0,1,0.0,0,80.0,1,249.0,249,0,24,996
8212971,CLASS,8.0,8,2636,0,0,8,50.0,1,0,1,0.0,0,121.0,1,8.0,8,0,1,2636
8260331,CLASS,13.0,13,965,0,0,13,108.0,1,0,1,0.0,0,80.0,1,13.0,13,0,1,965
8229683,CLASS,13.333333333333334,149,4830,25,0,160,42.041666666666664,24,0,19,6.666666666666667,47,1096.4,5,20.0,187,0,1,4217
8295955,CLASS,15.666666666666666,131,1191,68,0,145,57.666666666666664,12,0,7,3.5833333333333335,11,1117.4,5,19.25,131,0,5,371
8273753,CLASS,13.88888888888889,42,1262,121,0,79,60.0,9,0,7,5.111111111111111,14,1372.0,4,19.0,42,1,2,169
8335195,CLASS,13.0,13,5925,0,0,13,15.0,1,0,1,0.0,0,918.0,1,13.0,13,0,1,5925
8284419,CLASS,23.375,62,1262,133,0,81,58.0,8,0,8,13.25,26,984.5,6,36.625,62,0,7,198
8334291,CLASS,36.75,93,3935,973,0,99,24.75,4,0,4,12.0,37,2682.5,2,48.75,93,2,1,42
8400746,CLASS,46.0,176,1392,231,0,244,35.333333333333336,6,0,3,5.333333333333333,28,4374.0,4,51.333333333333336,176,0,4,5
8423597,CLASS,30.5,60,2097,1046,0,60,61.5,2,0,2,0.5,1,360.5,2,31.0,60,0,1,5
8424426,CLASS,77.0,282,154,37,0,306,34.75,4,0,4,0.5,1,2417.0,3,77.5,282,0,1,5
8416563,CLASS,8.30232558139535,55,4388,101,4,128,79.67441860465117,43,0,36,5.325581395348837,39,3293.1666666666665,12,13.627906976744185,94,2,12,5
8428144,CLASS,22.2,212,3297,219,2,292,74.06666666666666,15,0,14,2.7333333333333334,9,4635.4,5,24.933333333333334,212,0,15,5
8432331,CLASS,4.666666666666667,32,4388,292,1,26,64.13333333333334,15,0,11,2.933333333333333,12,3778.8333333333335,6,7.6,32,2,2,5
3699849,CLASS,14.142857142857142,42,236,2,4,89,24.142857142857142,7,0,6,1.4285714285714286,5,57.0,3,15.571428571428571,42,0,2,217
3698323,CLASS,59.0,59,112,0,0,59,26.0,1,0,1,0.0,0,130.0,1,59.0,59,0,3,112
3700666,CLASS,7908.444444444444,12552,1641,161,4,13372,22.88888888888889,9,0,9,6422.666666666667,12767,36.2,5,14331.111111111111,25319,0,202,190
3929567,CLASS,1167.3968253968253,23318,2726,42,4,45465,82.88888888888889,63,0,57,445.73015873015873,4146,578.6,15,1613.126984126984,23318,2,2,22
3723043,CLASS,54.27272727272727,280,630,46,1,318,34.27272727272727,11,0,11,25.363636363636363,201,204.5,4,79.63636363636364,403,0,8,123
3762543,CLASS,15.0,17,501,67,0,30,20.5,2,0,2,0.0,0,34.0,1,15.0,17,0,1,367
3772084,CLASS,28.0,28,1063,0,0,28,26.0,1,0,1,0.0,0,1.0,1,28.0,28,0,1,1063
3772718,CLASS,12.5,31,1183,204,0,34,17.0,4,0,4,4.0,10,25.5,4,16.5,31,0,3,367
3856873,CLASS,25.11111111111111,78,4578,442,3,76,61.77777777777778,9,0,8,16.666666666666668,78,541.6666666666666,3,41.77777777777778,156,1,4,600
3862792,CLASS,22.0,104,1311,143,0,135,86.625,8,0,8,5.125,11,659.0,4,27.125,104,0,2,163
3869760,CLASS,7.75,22,3896,871,0,25,63.0,4,0,4,1.5,3,215.25,4,9.25,22,1,2,412
3873752,CLASS,1167.3968253968253,23318,2726,42,4,45465,82.88888888888889,63,0,57,445.73015873015873,4146,578.6,15,1613.126984126984,23318,2,5,22
3879965,CLASS,8.692307692307692,26,2388,177,0,72,69.15384615384616,13,0,13,3.1538461538461537,16,329.625,8,11.846153846153847,31,0,6,79
3888598,CLASS,42.0,441,1890,46,0,898,64.16666666666667,24,0,19,4.583333333333333,33,514.375,8,46.583333333333336,447,0,18,771
3897581,CLASS,6.6875,19,2726,162,1,50,94.0625,16,0,15,3.5625,19,589.6666666666666,9,10.25,38,0,4,127
3917715,CLASS,6.75,20,3268,110,1,1,85.0,8,0,8,6.625,17,2589.0,3,13.375,37,0,1,2384
3918287,CLASS,253.0,253,517,0,0,253,39.0,1,0,1,0.0,0,65.0,1,253.0,253,0,2,517
3919445,CLASS,30.617021276595743,788,2726,28,7,798,75.87234042553192,94,0,79,22.127659574468087,649,442.55,20,52.744680851063826,1296,5,16,16
3920625,CLASS,35.0,68,1339,15,1,68,64.0,2,0,2,1.0,2,293.0,1,36.0,68,1,1,1308
3922769,CLASS,5.333333333333333,16,2214,239,3,40,69.0,9,0,7,0.8888888888888888,2,1028.2,5,6.222222222222222,16,0,2,58
3922790,CLASS,10.681818181818182,102,1774,76,3,171,63.09090909090909,22,0,21,2.909090909090909,15,859.5714285714286,7,13.590909090909092,102,1,7,91
3925764,CLASS,42.0,78,1194,422,0,81,51.0,2,0,2,1.5,3,2080.0,2,43.5,78,0,7,350
3938271,CLASS,119.5,310,338,60,2,310,36.5,4,0,4,42.0,107,356.0,1,161.5,310,1,36,95
3943609,CLASS,28.0,146,3392,204,0,166,89.625,8,0,8,7.25,28,1272.25,4,35.25,146,0,6,1757
3945737,CLASS,9.25,17,747,103,0,26,31.0,4,0,4,2.75,11,346.0,2,12.0,17,3,4,334
3949836,CLASS,21.714285714285715,76,961,118,0,105,68.14285714285714,7,0,7,6.714285714285714,23,131.66666666666666,6,28.428571428571427,76,0,5,135
8455319,CLASS,12.75,43,400,98,0,43,80.0,4,0,3,2.0,7,4555.666666666667,3,14.75,43,0,1,5
3952888,CLASS,40.5,80,979,78,0,80,52.0,2,0,2,0.5,1,330.5,2,41.0,80,1,4,823
3954827,CLASS,8.38888888888889,31,1570,80,0,60,91.16666666666667,18,0,14,5.055555555555555,20,191.125,8,13.444444444444445,48,1,1,125
8497687,CLASS,10.277777777777779,100,2682,125,4,107,75.61111111111111,18,0,16,4.333333333333333,19,347.3076923076923,13,14.61111111111111,100,0,7,424
8502684,CLASS,8.232558139534884,78,3143,63,10,116,124.16279069767442,43,0,37,5.534883720930233,36,585.1764705882352,17,13.767441860465116,85,12,1,424
8515776,CLASS,21.475,242,2766,58,6,431,77.525,40,0,34,10.7,172,437.375,24,32.175,344,4,29,424
8514954,CLASS,9.264150943396226,90,3115,52,19,251,121.86792452830188,53,0,47,4.528301886792453,27,593.1666666666666,18,13.79245283018868,90,8,12,321
8517396,CLASS,7.2,28,3143,271,2,4,52.0,10,0,10,6.8,26,355.77777777777777,9,14.0,30,0,2,424
8522716,CLASS,12.285714285714286,63,2120,242,0,63,64.28571428571429,7,0,6,3.2857142857142856,9,275.6,5,15.571428571428571,63,0,11,424
8528735,CLASS,33.032967032967036,1071,2682,27,30,1308,86.14285714285714,91,0,76,18.65934065934066,398,285.10526315789474,38,51.69230769230769,1071,6,59,179
8538037,CLASS,107.0,521,1701,212,1,542,73.33333333333333,6,0,5,16.666666666666668,61,172.4,5,123.66666666666667,521,0,7,424
8564277,CLASS,2.1578947368421053,12,3477,153,1,6,73.15789473684211,19,0,18,1.8421052631578947,11,2144.1666666666665,6,4.0,19,1,1,558
8564291,CLASS,27.79268292682927,344,2647,26,6,1162,72.4390243902439,82,0,79,13.621951219512194,289,1044.5,24,41.41463414634146,464,1,7,452
8574368,CLASS,3339.5,34423,2699,102,1,50390,71.15384615384616,26,0,23,1401.423076923077,14654,1526.0714285714287,14,4740.923076923077,44644,1,5,29
8581347,CLASS,24.933333333333334,272,4215,20,18,1801,74.61538461538461,195,0,178,15.697435897435897,664,767.3846153846154,39,40.63076923076923,668,7,3,143
8584799,CLASS,3339.5,34423,2699,102,1,50390,71.15384615384616,26,0,23,1401.423076923077,14654,1526.0714285714287,14,4740.923076923077,44644,1,2,29
8602083,CLASS,78.43243243243244,651,4088,109,3,1040,64.94594594594595,37,0,34,50.32432432432432,651,1614.3076923076924,13,128.75675675675674,651,1,2,29
8601987,CLASS,5.536585365853658,29,4373,93,5,66,149.2439024390244,41,0,40,3.926829268292683,22,1195.5714285714287,14,9.463414634146341,46,1,3,558
8604577,CLASS,196.0,196,40,0,1,196,44.0,1,0,1,0.0,0,44.0,1,196.0,196,0,10,40
8604234,CLASS,19.192307692307693,797,1858,34,7,831,77.63461538461539,52,0,46,3.2115384615384617,81,587.0384615384615,26,22.403846153846153,797,2,2,61
8632348,CLASS,5.555555555555555,24,1840,56,0,42,25.77777777777778,18,0,14,3.2222222222222223,22,1407.0,6,8.777777777777779,46,0,2,829
8645617,CLASS,8.914285714285715,193,1858,31,5,189,34.714285714285715,35,0,22,3.5142857142857142,30,944.4,10,12.428571428571429,193,0,12,741
8660235,CLASS,9.625,46,4649,458,1,39,121.0,8,0,8,4.75,21,1932.857142857143,7,14.375,46,0,2,981
8672725,CLASS,81.125,1240,1858,110,3,1270,47.1875,16,0,13,1.75,7,848.875,8,82.875,1240,0,9,96
8672429,CLASS,156.77777777777777,1346,367,33,6,1339,70.88888888888889,9,0,8,8.0,42,113.42857142857143,7,164.77777777777777,1346,0,2,66
8691119,CLASS,91.515,4269,3879,18,34,4286,162.785,200,0,169,70.085,4269,1004.8695652173913,23,161.6,8538,28,2,99
8694129,CLASS,32.0,269,1673,146,0,290,113.36363636363636,11,0,9,5.636363636363637,23,1920.5,4,37.63636363636363,269,4,49,60
8738655,CLASS,4079.5,31756,1867,5,23,173575,49.69897959183673,196,0,142,3193.9132653061224,123120,323.0,13,7273.413265306122,154876,1,1,700
8754569,CLASS,34.972972972972975,305,1101,29,1,848,122.05405405405405,37,0,36,12.054054054054054,105,441.3333333333333,9,47.027027027027025,339,1,2,12
8760562,CLASS,105.5,208,1076,107,1,212,78.75,4,0,4,52.5,208,1052.0,4,158.0,416,0,8,646
8760558,CLASS,16.2,80,1922,165,0,80,114.6,5,0,5,0.2,1,1441.2,5,16.4,80,0,2,1094
8776987,CLASS,12.571428571428571,70,984,92,0,83,116.28571428571429,7,0,7,0.7142857142857143,1,1031.5,4,13.285714285714286,70,0,7,340
8792283,CLASS,4805.04128440367,39519,1867,8,23,292035,49.11009174311926,218,0,156,3465.4311926605506,32316,356.07142857142856,14,8270.47247706422,58435,1,7,1
8796174,CLASS,4805.04128440367,39519,1867,8,23,292035,49.11009174311926,218,0,156,3465.4311926605506,32316,356.07142857142856,14,8270.47247706422,58435,1,13,1
8799964,CLASS,3767.157894736842,45165,893,46,2,56959,39.421052631578945,19,0,11,769.3157894736842,6587,490.0,3,4536.473684210527,45165,0,1,1
8863381,CLASS,34.1764705882353,306,3025,147,0,394,104.82352941176471,17,0,14,11.0,94,421.9,10,45.1764705882353,306,3,2,513
8876926,CLASS,42.0,83,1430,501,1,83,114.0,2,0,2,0.5,1,237.0,2,42.5,83,0,1,427
8896304,CLASS,3387.156862745098,36359,3853,24,4,254256,102.11764705882354,153,0,145,1725.3529411764705,31627,243.92156862745097,51,5112.509803921569,67986,5,2,52
8902918,CLASS,3387.156862745098,36359,3853,24,4,254256,102.11764705882354,153,0,145,1725.3529411764705,31627,243.92156862745097,51,5112.509803921569,67986,5,1,52
8905404,CLASS,3387.156862745098,36359,3853,24,4,254256,102.11764705882354,153,0,145,1725.3529411764705,31627,243.92156862745097,51,5112.509803921569,67986,5,1,52
8912937,CLASS,81.8,313,605,45,1,221,109.6,5,0,5,37.6,93,360.0,2,119.4,313,0,1,380
8917316,CLASS,194.2,804,532,77,0,910,117.8,5,0,5,12.2,56,611.5,2,206.4,804,0,1,143
8923216,CLASS,36.0,71,1016,294,1,71,116.5,2,0,2,0.5,1,785.0,2,36.5,71,0,1,427
8937461,CLASS,32.2,125,1424,199,2,138,110.2,5,0,5,4.6,17,822.25,4,36.8,125,0,10,427
8951219,CLASS,3387.156862745098,36359,3853,24,4,254256,102.11764705882354,153,0,145,1725.3529411764705,31627,243.92156862745097,51,5112.509803921569,67986,5,3,52
8952196,CLASS,10.23076923076923,43,3853,292,1,59,98.92307692307692,13,0,13,5.6923076923076925,22,218.5,10,15.923076923076923,43,0,4,52
8962839,CLASS,1116.3684210526317,12996,2201,91,0,19854,114.26315789473684,19,0,14,71.42105263157895,858,381.9166666666667,12,1187.7894736842106,12996,3,1,466
8966683,CLASS,22.529411764705884,134,2157,108,1,172,112.0,17,0,16,12.411764705882353,49,913.0,3,34.94117647058823,134,1,2,318
8970191,CLASS,9.470588235294118,61,2507,111,4,104,54.76470588235294,17,0,16,3.3529411764705883,24,3079.3333333333335,6,12.823529411764707,61,3,6,610
8970601,CLASS,362.0,722,632,55,1,723,86.5,2,0,2,0.5,1,52.5,2,362.5,722,0,1,521
8978193,CLASS,14.565217391304348,124,4066,165,4,220,72.65217391304348,23,0,23,5.0,55,1937.25,12,19.565217391304348,148,1,32,260
8998802,CLASS,16.571428571428573,72,2945,257,3,6,49.0,7,0,6,15.714285714285714,77,1459.5,4,32.285714285714285,77,0,2,1142
9000410,CLASS,25.294117647058822,429,2613,36,8,884,80.3529411764706,68,0,59,12.294117647058824,419,1515.235294117647,17,37.588235294117645,794,5,6,130
9006303,CLASS,4.0,11,2475,565,3,1,70.75,4,0,4,3.75,11,2172.75,4,7.75,22,0,5,212
9008469,CLASS,28.714285714285715,142,1542,172,1,148,91.14285714285714,7,0,7,7.571428571428571,50,568.1666666666666,6,36.285714285714285,142,0,7,333
9012542,CLASS,15.0,198,2087,65,3,291,60.096774193548384,31,0,29,5.612903225806452,28,2261.1428571428573,7,20.612903225806452,198,1,3,66
9025710,CLASS,62.0,93,562,71,0,93,112.33333333333333,3,0,3,31.0,93,3634.0,1,93.0,93,0,4,347
9033273,CLASS,9.071428571428571,75,5211,359,6,63,31.0,14,0,13,4.571428571428571,27,1579.5,4,13.642857142857142,75,0,3,177
9038553,CLASS,6.785714285714286,45,6189,427,9,50,34.92857142857143,14,0,13,3.2142857142857144,10,1934.2,5,10.0,45,0,2,199
9040540,CLASS,6.5,30,4720,565,5,6,47.875,8,0,8,5.75,35,880.8,5,12.25,35,0,2,199
9046528,CLASS,1.75,3,6098,136,0,3,20.0,4,0,4,1.0,2,1409.5,2,2.75,4,0,1,5553
9063283,CLASS,5.0,10,5918,190,0,10,20.5,2,0,2,0.0,0,2056.0,1,5.0,10,0,1,5537
9071167,CLASS,22.397435897435898,553,6499,41,46,999,34.07692307692308,156,0,136,15.993589743589743,553,1366.75,16,38.39102564102564,1106,2,26,82
8727852,CLASS,11.125,60,5330,639,2,61,40.625,8,0,8,3.5,20,1968.3333333333333,6,14.625,60,0,4,213
9087398,CLASS,16.0,186,1481,51,7,245,110.24,25,0,16,6.2,55,1897.0,5,22.2,186,7,3,197
9094711,CLASS,7.454545454545454,36,1878,146,2,45,69.36363636363636,11,0,10,3.3636363636363638,16,1515.6,5,10.818181818181818,36,0,2,272
9092553,CLASS,29.63274336283186,1144,1705,7,47,2867,53.216814159292035,226,0,172,16.946902654867255,574,1186.4,10,46.57964601769911,1309,13,9,18
9095246,CLASS,7.666666666666667,42,1878,128,0,50,64.66666666666667,12,0,9,3.5,16,2156.5,4,11.166666666666666,42,0,2,340
9097418,CLASS,10.529411764705882,119,718,41,2,145,44.94117647058823,17,0,17,2.0,8,1222.5,8,12.529411764705882,119,1,6,19
9104666,CLASS,8.346938775510203,76,1878,31,5,114,55.775510204081634,49,0,42,6.020408163265306,65,1615.8,5,14.36734693877551,91,2,4,340
9102455,CLASS,12.814814814814815,137,1056,26,2,223,45.666666666666664,27,0,21,4.555555555555555,27,1725.0,5,17.37037037037037,164,0,5,340
9111577,CLASS,61.0,61,4543,0,0,61,27.0,1,0,1,0.0,0,2441.0,1,61.0,61,0,2,4543
