SampleId,SampleType,LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations
4858143,CLASS,0.0,66,0.0,0,0,0,13,0,0,0,13,13,1.0,13,13,0
3856241,CLASS,0.0,117,0.0,0,0,0,6,0,0,2,33,33,1.0,3,21,0
9189420,CLASS,0.0,15,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,3,5,0
5657210,CLASS,0.0,28,0.0,1,0,0,4,0,0,0,4,3,0.75,2,5,0
5668440,CLASS,0.0,107,0.0,0,0,0,3,0,0,3,12,12,1.0,3,59,0
8406115,CLASS,0.0,65,0.0,0,0,0,1,0,0,5,8,8,1.0,1,24,4
6080166,CLASS,0.0,77,0.0,0,0,0,6,0,0,0,19,19,1.0,1,22,0
7829336,CLASS,0.4329004329004329,231,2.5974025974025974,0,1,6,23,5,0,17,35,30,0.782608695652174,16,53,0
4737430,CLASS,0.0,166,0.0,1,0,0,9,0,0,12,24,21,0.8888888888888888,8,48,0
8537138,CLASS,0.0,39,0.0,5,0,0,5,0,0,4,5,0,0.0,5,5,1
4496340,CLASS,0.0,366,0.0,0,0,0,6,0,4,15,35,35,1.0,5,172,1
7911276,CLASS,0.0,24,0.0,1,0,0,5,0,0,0,5,4,0.8,5,5,0
5427653,CLASS,15.789473684210526,19,0.0,0,3,0,3,0,0,0,3,3,1.0,3,8,0
4400511,CLASS,0.0,31,0.0,0,0,0,1,0,0,1,5,5,1.0,1,17,0
5097474,CLASS,0.0,48,0.0,3,0,0,5,0,0,3,13,10,0.4,5,9,0
9312524,CLASS,0.0,133,0.0,5,0,0,10,0,0,8,21,16,0.5,0,59,0
7414155,CLASS,0.0,22,0.0,0,0,0,2,1,0,2,3,2,0.5,2,3,0
7126434,CLASS,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
9198380,CLASS,0.0,11,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0
7471950,CLASS,6.363636363636363,110,0.0,2,7,0,15,0,0,4,28,26,0.8666666666666667,2,62,0
5214839,CLASS,0.0,58,0.0,1,0,0,5,1,1,2,13,11,0.6,4,24,0
4472442,CLASS,0.0,73,0.0,0,0,0,7,0,0,0,13,13,1.0,6,40,0
8131397,CLASS,0.0,48,0.0,0,0,0,5,0,0,0,15,15,1.0,5,19,0
6254667,CLASS,0.0,47,0.0,6,0,0,6,0,0,6,6,0,0.0,6,6,0
8140286,CLASS,0.0,27,0.0,3,0,0,5,1,0,1,5,1,0.2,5,6,1
7643210,CLASS,0.0,31,0.0,3,0,0,5,1,0,1,5,1,0.2,5,9,0
7623277,CLASS,0.0,34,0.0,0,0,0,16,0,0,0,16,16,1.0,0,16,0
8955314,CLASS,0.0,41,0.0,0,0,0,2,0,0,0,7,7,1.0,2,16,0
5946774,CLASS,0.0,28,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0
4257056,CLASS,0.0,58,0.0,0,0,0,5,0,1,2,8,8,1.0,5,20,0
6358306,CLASS,0.0,182,0.0,4,0,0,16,3,0,0,44,34,0.5625,15,42,0
4512195,CLASS,0.0,489,0.0,0,0,0,19,0,0,13,78,78,1.0,8,267,0
7100929,CLASS,0.0,249,0.0,2,0,0,15,0,2,4,46,44,0.8666666666666667,10,21,2
4480837,CLASS,0.0,116,0.0,0,0,0,7,0,0,1,21,21,1.0,7,50,1
7308132,CLASS,0.0,61,0.0,0,0,0,3,1,0,1,12,11,0.6666666666666666,3,16,0
4823396,CLASS,0.0,35,0.0,1,0,0,7,0,0,0,10,9,0.8571428571428571,7,10,0
6204915,CLASS,0.0,18,0.0,0,0,0,8,0,0,0,8,8,1.0,0,8,0
3868578,CLASS,0.0,18,0.0,0,0,0,1,0,0,0,4,4,1.0,1,7,0
7482608,CLASS,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2
6454251,CLASS,0.0,373,0.0,7,0,0,24,1,0,20,68,57,0.6666666666666666,20,61,0
9025601,CLASS,0.0,22,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0
9308078,CLASS,0.0,31,0.0,0,0,0,3,0,0,1,5,5,1.0,2,8,0
6364375,CLASS,0.0,28,0.0,0,0,0,5,0,0,0,5,5,1.0,5,11,0
3797814,CLASS,0.0,108,0.0,3,0,0,7,0,3,2,13,10,0.5714285714285714,6,15,0
5153171,CLASS,0.0,42,0.0,0,0,0,3,0,0,3,5,5,1.0,1,12,3
7899501,CLASS,4.878048780487805,287,4.529616724738676,2,14,13,15,0,5,14,51,49,0.8666666666666667,7,151,4
5549285,CLASS,0.0,33,0.0,0,0,0,3,0,0,1,3,3,1.0,3,29,0
6641988,CLASS,0.0,24,0.0,0,0,0,2,0,0,1,3,3,1.0,2,9,0
5158152,CLASS,0.0,22,0.0,0,0,0,2,0,0,0,2,2,1.0,0,28,0
7527099,CLASS,0.0,20,0.0,1,0,0,2,0,0,1,2,1,0.5,1,7,0
5245618,CLASS,0.0,94,0.0,6,0,0,15,0,0,1,22,16,0.6,15,22,0
4965107,CLASS,0.0,45,0.0,0,0,0,2,0,0,0,23,23,1.0,1,45,0
5603925,CLASS,0.0,190,0.0,3,0,0,15,0,11,1,24,21,0.8,7,102,0
6261774,CLASS,0.0,29,0.0,2,0,0,4,1,0,3,4,1,0.25,4,4,0
4694033,CLASS,0.0,40,0.0,0,0,0,1,0,0,2,7,7,1.0,1,11,0
6301436,CLASS,0.0,62,0.0,0,0,0,7,0,0,2,14,14,1.0,7,30,0
9537015,CLASS,0.0,94,0.0,2,0,0,13,1,0,0,19,16,0.7692307692307693,13,20,0
4304469,CLASS,0.0,27,0.0,2,0,0,3,0,0,1,3,1,0.3333333333333333,3,6,0
9191083,CLASS,0.0,17,0.0,1,0,0,2,0,0,0,2,1,0.5,2,3,0
4283493,CLASS,0.0,45,0.0,0,0,0,3,0,0,4,7,7,1.0,0,15,0
9104309,CLASS,0.0,14,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0
4834610,CLASS,0.0,16,0.0,0,0,0,1,0,0,0,2,2,1.0,1,5,0
7048486,CLASS,0.0,20,0.0,1,0,0,2,0,0,1,3,2,0.5,2,8,0
5822952,CLASS,0.0,32,0.0,0,0,0,1,0,0,0,8,8,1.0,1,17,0
5175864,CLASS,0.0,42,0.0,0,0,0,3,0,0,1,4,4,1.0,3,22,0
3923939,CLASS,0.0,270,0.0,0,0,0,2,0,0,0,54,54,1.0,2,128,0
4453800,CLASS,0.0,49,0.0,2,0,0,4,0,0,0,4,2,0.5,4,10,0
9095266,CLASS,0.0,68,0.0,4,0,0,7,0,0,4,11,7,0.42857142857142855,7,37,3
5330785,CLASS,0.0,76,0.0,8,0,0,13,0,0,2,13,5,0.38461538461538464,13,13,0
6266289,CLASS,0.0,75,0.0,0,0,0,5,0,0,7,6,6,1.0,3,24,0
8217946,CLASS,0.0,22,0.0,0,0,0,5,0,0,0,5,5,1.0,5,14,0
8491397,CLASS,0.0,86,0.0,0,0,0,42,0,0,0,42,42,1.0,4,42,0
7538561,CLASS,0.0,16,0.0,1,0,0,1,0,2,1,1,0,0.0,1,1,0
9483193,CLASS,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0
5058759,CLASS,0.0,34,0.0,0,0,0,2,0,0,1,7,7,1.0,2,14,0
9102911,CLASS,0.0,32,0.0,0,0,0,2,0,0,0,6,6,1.0,0,12,0
7633445,CLASS,0.0,44,0.0,1,0,0,2,0,0,4,6,5,0.5,2,9,0
7689561,CLASS,0.0,92,0.0,6,0,0,8,0,0,5,28,22,0.25,8,10,0
4928800,CLASS,1.8867924528301887,53,1.8867924528301887,0,1,1,3,0,0,2,9,9,1.0,2,15,0
4191189,CLASS,0.0,29,0.0,1,0,0,3,0,1,0,6,5,0.6666666666666666,3,10,0
4199164,CLASS,0.5102040816326531,196,0.0,1,1,0,7,0,1,27,38,37,0.8571428571428571,1,94,24
8044367,CLASS,0.0,51,0.0,8,0,0,8,0,0,8,8,0,0.0,8,24,0
4281055,CLASS,0.0,12,0.0,0,0,0,1,0,0,0,2,2,1.0,1,6,0
7561940,CLASS,0.0,39,0.0,3,0,0,5,1,0,2,8,3,0.2,5,7,2
7356691,CLASS,0.0,89,0.0,0,0,0,3,0,0,2,19,19,1.0,3,49,0
4394144,CLASS,0.0,78,0.0,0,0,0,25,0,0,0,25,25,1.0,0,25,0
3779095,CLASS,0.0,30,0.0,0,0,0,2,0,0,2,3,3,1.0,2,13,0
5802620,CLASS,0.0,20,0.0,0,0,0,2,0,0,0,3,3,1.0,1,14,0
4455297,CLASS,0.0,548,0.0,7,0,0,57,6,0,8,115,90,0.7719298245614035,51,132,0
5819659,CLASS,0.0,318,0.0,0,0,0,33,0,0,1,96,96,1.0,32,139,0
8728960,CLASS,0.0,24,0.0,2,0,0,3,0,0,0,4,2,0.3333333333333333,2,4,0
7992251,CLASS,0.0,51,0.0,8,0,0,8,0,0,8,8,0,0.0,8,24,0
5461682,CLASS,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0
8232375,CLASS,0.0,12,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0
4131952,CLASS,0.2604166666666667,768,0.2604166666666667,13,2,2,80,0,3,10,181,167,0.8375,75,121,2
8346167,CLASS,0.0,49,0.0,1,0,0,4,0,0,1,10,9,0.75,1,11,0
5491608,CLASS,0.0,52,0.0,4,0,0,6,2,0,1,6,0,0.0,6,6,0
8190652,CLASS,0.0,68,0.0,0,0,0,4,2,0,4,14,12,0.5,4,20,0
8043430,CLASS,0.0,44,0.0,0,0,0,3,0,0,1,10,10,1.0,1,17,0
6522676,CLASS,0.0,42,0.0,0,0,0,1,0,1,5,3,3,1.0,1,12,0
4865733,CLASS,0.0,42,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,0
5689800,CLASS,0.0,34,0.0,0,0,0,3,0,0,1,5,5,1.0,1,14,0
6541577,CLASS,0.0,53,0.0,5,0,0,7,1,0,0,8,1,0.14285714285714285,6,22,0
4240751,CLASS,0.0,73,0.0,3,0,0,7,1,0,4,11,5,0.42857142857142855,6,7,0
6334421,CLASS,0.0,383,0.0,0,0,0,15,0,0,5,50,50,1.0,15,344,0
8808076,CLASS,0.0,26,0.0,0,0,0,2,0,0,0,5,5,1.0,2,9,0
9249010,CLASS,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0
4665122,CLASS,0.0,199,0.0,10,0,0,23,0,0,3,35,25,0.5652173913043478,23,52,0
9366675,CLASS,0.0,11,0.0,0,0,0,1,0,0,0,2,2,1.0,1,4,0
5818363,CLASS,0.0,41,0.0,5,0,0,9,0,0,0,9,4,0.4444444444444444,9,11,0
8913163,CLASS,0.0,21,0.0,2,0,0,2,0,0,1,2,0,0.0,2,2,0
8561476,CLASS,0.0,16,0.0,0,0,0,1,0,0,2,1,1,1.0,0,4,0
6255385,CLASS,0.0,26,0.0,0,0,0,4,2,0,3,4,2,0.5,4,6,0
8209082,CLASS,0.0,30,0.0,2,0,0,7,0,1,0,7,5,0.7142857142857143,6,7,0
4757087,CLASS,0.0,43,0.0,0,0,0,2,0,1,2,2,2,1.0,2,20,0
7323687,CLASS,0.0,21,0.0,2,0,0,2,0,0,2,2,0,0.0,2,3,0
7736145,CLASS,0.0,460,0.0,5,0,0,43,3,0,12,86,78,0.813953488372093,42,156,0
7886445,CLASS,0.0,50,0.0,0,0,0,2,0,0,0,10,10,1.0,2,18,0
9322007,CLASS,0.0,10,0.0,1,0,0,2,0,0,0,2,1,0.5,2,3,0
7680525,CLASS,0.0,42,0.0,0,0,0,2,0,0,0,10,10,1.0,2,17,0
7216175,CLASS,0.0,75,0.0,1,0,0,11,0,0,3,13,12,0.9090909090909091,5,13,0
8539645,CLASS,0.0,14,0.0,1,0,0,2,1,0,1,2,0,0.0,2,2,2
3763661,CLASS,0.0,117,0.0,12,0,0,20,8,0,10,20,0,0.0,19,21,0
5735198,CLASS,0.0,165,0.0,0,0,0,7,0,2,0,49,49,1.0,2,92,0
6612013,CLASS,0.0,72,0.0,0,0,0,8,0,0,0,12,12,1.0,1,29,0
9483823,CLASS,0.0,51,0.0,0,0,0,6,0,4,0,6,6,1.0,6,18,4
5937629,CLASS,0.0,105,0.0,0,0,0,6,0,0,0,23,23,1.0,6,49,0
6879905,CLASS,0.0,44,0.0,3,0,0,5,0,3,0,5,2,0.4,5,6,0
7613495,CLASS,0.0,142,0.0,0,0,0,2,0,3,2,24,24,1.0,2,79,0
5663777,CLASS,0.0,15,0.0,1,0,0,2,0,0,0,2,1,0.5,0,2,0
4657705,CLASS,0.0,14,0.0,0,0,0,1,0,1,1,1,1,1.0,0,2,0
4916648,CLASS,0.0,45,0.0,2,0,0,4,0,0,4,5,3,0.5,4,10,0
5681626,CLASS,0.0,119,0.0,1,0,0,13,5,0,6,22,16,0.5384615384615384,13,32,0
5075417,CLASS,0.0,52,0.0,0,0,0,21,0,1,0,21,21,1.0,1,22,0
7539523,CLASS,0.0,26,0.0,0,0,0,4,0,0,0,4,4,1.0,4,16,0
4816540,CLASS,0.0,145,0.0,0,0,0,6,1,0,1,30,29,0.8333333333333334,5,45,0
7179618,CLASS,0.0,32,0.0,1,0,0,3,0,0,0,4,3,0.6666666666666666,1,15,0
8746908,CLASS,0.0,13,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0
3885890,CLASS,0.0,30,0.0,0,0,0,2,0,0,2,3,3,1.0,2,12,0
7446209,CLASS,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0
4277815,CLASS,0.0,20,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
8314569,CLASS,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,5,5,0
6800764,CLASS,0.0,60,0.0,3,0,0,9,0,0,0,9,6,0.6666666666666666,7,16,0
6983575,CLASS,0.0,26,0.0,1,0,0,4,0,0,1,4,3,0.75,4,6,0
9248213,CLASS,0.0,18,0.0,2,0,0,4,0,1,0,4,2,0.5,2,4,0
7332291,CLASS,0.0,8,0.0,0,0,0,3,0,0,0,3,3,1.0,3,3,0
5015205,CLASS,0.0,39,0.0,0,0,0,3,0,0,2,5,5,1.0,3,15,0
7351641,CLASS,0.0,50,0.0,3,0,0,7,2,0,3,7,2,0.2857142857142857,7,11,2
8435719,CLASS,0.0,32,0.0,0,0,0,1,0,0,2,6,6,1.0,1,3,0
3977344,CLASS,0.0,21,0.0,1,0,0,2,1,0,0,2,0,0.0,2,2,0
5115838,CLASS,0.0,2327,0.0,6,0,0,65,0,24,1,492,486,0.9076923076923077,47,1197,0
4556348,CLASS,0.0,204,0.0,3,0,0,12,0,0,3,53,50,0.75,1,56,0
7182108,CLASS,0.0,475,0.0,2,0,0,16,2,8,16,92,88,0.75,6,202,0
5884181,CLASS,0.0,100,0.0,1,0,0,7,0,0,5,18,17,0.8571428571428571,6,37,0
9348514,CLASS,0.0,1036,0.0,4,0,0,53,0,26,80,149,144,0.9245283018867925,20,294,0
6450144,CLASS,0.0,36,0.0,1,0,0,5,0,0,0,6,5,0.8,2,8,0
7570873,CLASS,0.0,75,0.0,0,0,0,7,0,0,1,15,15,1.0,6,20,0
3904181,CLASS,0.0,30,0.0,0,0,0,14,0,0,0,14,14,1.0,0,14,0
5218642,CLASS,0.0,156,0.0,0,0,0,6,0,1,3,32,32,1.0,2,42,0
5944359,CLASS,0.0,28,0.0,0,0,0,3,0,0,0,4,4,1.0,2,8,0
3937045,CLASS,0.0,50,0.0,0,0,0,3,0,0,0,9,9,1.0,2,17,0
8165591,CLASS,0.0,672,0.0,18,0,0,57,8,0,12,137,108,0.543859649122807,48,319,0
8272324,CLASS,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,1,4,0
8669663,CLASS,3.7037037037037037,27,0.0,0,1,0,4,0,0,2,4,4,1.0,4,5,0
5186444,CLASS,2.0202020202020203,99,1.0101010101010102,0,2,1,7,0,0,2,15,15,1.0,1,60,0
7446885,CLASS,0.0,203,0.0,5,0,0,22,0,0,5,23,18,0.7727272727272727,10,35,16
3705164,CLASS,0.0,91,0.0,3,0,0,10,3,0,4,19,13,0.4,10,12,0
3721456,CLASS,0.0,67,1.492537313432836,0,0,1,3,0,0,2,9,9,1.0,1,38,0
5269525,CLASS,0.0,15,0.0,0,0,0,4,0,0,0,4,4,1.0,0,4,0
6611503,CLASS,1.272264631043257,393,0.0,16,5,0,38,0,0,7,85,69,0.5789473684210527,25,141,0
4640509,CLASS,0.0,442,0.0,11,0,0,53,2,1,9,90,73,0.7547169811320755,44,88,0
4431383,CLASS,0.0,14,0.0,1,0,0,2,1,0,1,2,0,0.0,2,2,0
7185320,CLASS,0.0,23,0.0,0,0,0,3,1,0,1,3,2,0.6666666666666666,3,12,0
8761840,CLASS,0.0,13,0.0,0,0,0,1,0,0,1,2,2,1.0,1,7,0
4260510,CLASS,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,6,0
5515917,CLASS,0.0,62,0.0,0,0,0,5,0,0,1,12,12,1.0,5,29,0
8497585,CLASS,0.0,90,0.0,0,0,0,5,0,0,5,10,10,1.0,5,57,0
8510347,CLASS,0.0,46,0.0,0,0,0,1,0,0,1,6,6,1.0,1,43,0
5996376,CLASS,0.0,30,0.0,0,0,0,3,0,0,0,11,11,1.0,1,29,0
5299892,CLASS,0.0,47,0.0,2,0,0,7,2,0,2,7,3,0.42857142857142855,6,10,0
7129689,CLASS,0.0,17,0.0,2,0,0,2,0,0,1,2,0,0.0,2,2,0
9158644,CLASS,0.0,44,0.0,0,0,0,3,0,0,0,7,7,1.0,2,18,0
6815544,CLASS,0.0,96,0.0,0,0,0,9,0,0,5,18,18,1.0,0,44,0
4115525,CLASS,0.0,37,0.0,0,0,0,5,0,0,0,9,9,1.0,1,23,0
6621005,CLASS,0.0,77,0.0,0,0,0,6,0,0,9,9,9,1.0,6,34,0
4620157,CLASS,0.5256241787122208,761,0.1314060446780552,2,4,1,54,2,2,5,192,188,0.9259259259259259,43,344,0
6214208,CLASS,0.0,99,0.0,7,0,0,13,6,0,12,13,0,0.0,13,13,0
7784313,CLASS,0.0,8,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0
5912760,CLASS,0.0,21,0.0,0,0,0,3,0,0,1,4,4,1.0,3,4,0
8187132,CLASS,0.0,51,0.0,6,0,0,9,3,0,4,9,0,0.0,9,11,0
5823351,CLASS,0.0,231,0.0,0,0,0,7,0,0,0,55,55,1.0,1,160,0
8186875,CLASS,0.0,41,0.0,0,0,0,13,0,0,0,13,13,1.0,0,13,0
5537428,CLASS,0.0,42,0.0,0,0,0,4,0,0,0,4,4,1.0,3,28,0
5182713,CLASS,0.0,242,0.0,2,0,0,20,0,0,5,54,52,0.9,7,120,0
5593588,CLASS,0.0,22,4.545454545454546,0,0,1,3,0,0,1,3,3,1.0,3,8,0
6638995,CLASS,0.0,135,0.0,7,0,0,16,5,0,12,19,7,0.25,15,32,0
5499685,CLASS,0.0,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
8154467,CLASS,0.0,22,0.0,1,0,0,2,1,2,1,2,0,0.0,2,4,0
5769222,CLASS,0.0,96,0.0,9,0,0,15,6,0,10,15,0,0.0,15,15,1
4458068,CLASS,0.0,196,0.0,2,0,0,4,0,24,3,16,14,0.5,4,54,0
5042781,CLASS,0.0,11,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0
8609582,CLASS,0.0,75,0.0,3,0,0,5,0,0,7,6,3,0.4,1,26,0
8516029,CLASS,0.0,132,0.0,12,0,0,25,12,0,12,26,2,0.04,25,26,0
6176170,CLASS,0.0,35,0.0,0,0,0,4,0,0,1,4,4,1.0,4,12,0
4473448,CLASS,0.0,43,0.0,0,0,0,1,0,1,1,8,8,1.0,1,18,1
6983516,CLASS,0.6060606060606061,165,0.6060606060606061,5,1,1,26,0,0,5,31,26,0.8076923076923077,21,65,0
6481321,CLASS,0.0,37,0.0,0,0,0,3,0,0,0,6,6,1.0,2,17,0
5470060,CLASS,0.5780346820809249,346,0.0,2,2,0,19,2,0,34,48,44,0.7894736842105263,1,156,0
4368201,CLASS,0.0,83,0.0,0,0,0,4,0,0,0,14,14,1.0,2,50,0
4283097,CLASS,0.0,24,0.0,0,0,0,2,0,0,2,3,3,1.0,2,3,0
8791150,CLASS,0.0,66,0.0,0,0,0,2,0,0,0,13,13,1.0,2,30,0
5406665,CLASS,0.0,19,0.0,0,0,0,1,0,0,0,3,3,1.0,1,9,0
4624680,CLASS,0.0,37,0.0,0,0,0,1,0,0,9,1,1,1.0,1,2,0
3850165,CLASS,0.0,23,0.0,3,0,0,3,0,0,2,3,0,0.0,3,3,0
5322883,CLASS,0.0,50,0.0,2,0,0,5,2,0,3,6,2,0.2,5,22,0
5972837,CLASS,0.0,20,0.0,0,0,0,2,0,0,1,4,4,1.0,2,7,0
8850427,CLASS,0.0,69,0.0,2,0,0,6,0,0,0,18,16,0.6666666666666666,5,18,0
7465296,CLASS,0.0,30,0.0,0,0,0,1,0,1,1,5,5,1.0,1,5,1
5865964,CLASS,0.0,10,0.0,1,0,0,2,0,0,0,2,1,0.5,2,4,0
7201055,CLASS,0.0,29,0.0,0,0,0,3,1,0,2,3,2,0.6666666666666666,3,7,2
8183289,CLASS,0.0,13,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0
6857065,CLASS,0.0,43,0.0,1,0,0,4,0,0,3,4,3,0.75,3,15,0
7007225,CLASS,0.0,90,0.0,6,0,0,10,0,0,0,10,4,0.4,6,10,5
5439112,CLASS,7.407407407407407,81,0.0,0,6,0,18,0,0,0,18,18,1.0,12,24,0
6210636,CLASS,0.0,76,0.0,6,0,0,8,1,0,2,8,1,0.125,8,11,7
5562678,CLASS,0.0,84,0.0,0,0,0,38,0,0,0,38,38,1.0,0,38,0
8146289,CLASS,0.0,43,0.0,1,0,0,4,0,2,0,7,6,0.75,3,16,0
6086287,CLASS,0.0,38,0.0,1,0,0,7,1,0,1,11,9,0.7142857142857143,6,14,0
7000207,CLASS,0.0,48,0.0,0,0,0,3,0,0,1,9,9,1.0,0,16,0
5893758,CLASS,0.0,129,0.0,2,0,0,7,0,1,3,17,15,0.7142857142857143,6,14,0
7325587,CLASS,0.0,27,0.0,0,0,0,2,0,0,0,3,3,1.0,1,25,0
5520288,CLASS,0.0,18,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0
5985338,CLASS,9.803921568627452,51,0.0,1,5,0,4,0,0,3,6,5,0.75,2,27,0
9205838,CLASS,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,5,5,0
9443834,CLASS,0.0,27,0.0,1,0,0,3,0,0,0,6,5,0.6666666666666666,3,14,0
5475426,CLASS,0.0,102,0.0,2,0,0,21,0,1,1,22,20,0.9047619047619048,5,43,0
7548967,CLASS,0.0,27,0.0,0,0,0,1,0,0,0,6,6,1.0,1,10,0
3974401,CLASS,0.0,9,0.0,0,0,0,1,0,0,0,2,2,1.0,1,3,0
7677023,CLASS,0.0,154,0.0,0,0,0,11,0,0,4,33,33,1.0,2,89,0
4471459,CLASS,0.0,19,0.0,0,0,0,2,0,0,0,2,2,1.0,2,3,3
4923223,CLASS,0.0,18,0.0,3,0,0,4,0,0,0,4,1,0.25,4,4,0
4246666,CLASS,0.0,41,0.0,0,0,0,2,0,0,1,8,8,1.0,1,19,0
4367124,CLASS,0.0,23,0.0,0,0,0,1,0,0,0,4,4,1.0,1,15,0
4285911,CLASS,0.0,62,0.0,3,0,0,6,0,0,6,8,5,0.5,5,10,0
5738634,CLASS,0.0,70,0.0,2,0,0,6,0,0,0,20,18,0.6666666666666666,5,21,0
4093032,CLASS,0.0,13,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0
8955824,CLASS,0.0,69,0.0,0,0,0,2,0,0,0,13,13,1.0,2,24,0
4994693,CLASS,0.0,44,0.0,0,0,0,2,0,0,4,3,3,1.0,2,26,2
7928759,CLASS,0.0,24,0.0,1,0,0,4,1,0,1,4,2,0.5,2,6,0
8780201,CLASS,0.0,18,0.0,1,0,0,1,0,0,1,1,0,0.0,1,2,0
8268165,CLASS,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,1,4,0
8526485,CLASS,0.0,197,0.0,17,0,0,35,0,0,2,35,18,0.5142857142857142,35,59,1
4975591,CLASS,0.0,41,0.0,3,0,0,5,0,1,2,7,4,0.4,5,8,0
7755926,CLASS,0.0,83,0.0,3,0,0,6,0,0,8,8,5,0.5,6,29,0
8387546,CLASS,0.0,53,0.0,1,0,0,5,1,0,3,9,7,0.6,5,7,0
8139442,CLASS,0.0,60,0.0,1,0,0,2,0,0,0,14,13,0.5,2,43,0
5961466,CLASS,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0
8690136,CLASS,0.0,27,0.0,2,0,0,2,0,0,2,2,0,0.0,2,6,0
6276415,CLASS,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0
8792214,CLASS,0.0,41,0.0,0,0,0,2,0,0,0,7,7,1.0,2,16,0
5798002,CLASS,0.0,46,0.0,3,0,0,5,1,0,5,6,1,0.2,2,9,9
5688699,CLASS,0.0,48,0.0,0,0,0,7,4,0,0,7,3,0.42857142857142855,7,9,0
8201878,CLASS,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0
3764238,CLASS,0.0,179,0.0,0,0,0,29,0,0,0,33,33,1.0,29,51,0
3970015,CLASS,0.9345794392523364,214,0.4672897196261682,3,2,1,13,0,0,24,30,27,0.7692307692307693,6,55,1
8258895,CLASS,0.0,26,0.0,0,0,0,6,0,0,0,6,6,1.0,6,17,0
5801572,CLASS,0.0,30,0.0,0,0,0,3,0,0,2,6,6,1.0,2,3,0
9482329,CLASS,0.0,55,0.0,0,0,0,4,0,1,4,10,10,1.0,4,14,0
4452794,CLASS,0.0,234,0.0,6,0,0,15,1,0,22,32,22,0.5333333333333333,10,97,0
4290693,CLASS,0.0,140,0.0,1,0,0,9,0,0,16,20,19,0.8888888888888888,9,51,0
5037205,CLASS,0.0,35,0.0,4,0,0,5,0,0,0,5,1,0.2,3,6,0
8779111,CLASS,0.0,503,0.0,0,0,0,40,0,0,20,96,96,1.0,18,218,3
5536525,CLASS,0.0,25,0.0,1,0,0,2,0,0,3,3,2,0.5,0,4,0
7350370,CLASS,0.0,459,0.0,1,0,0,23,0,0,2,100,99,0.9565217391304348,2,175,0
4780381,CLASS,0.0,18,0.0,0,0,0,6,0,0,0,6,6,1.0,6,6,0
7337830,CLASS,0.0,11,0.0,0,0,0,1,0,0,0,2,2,1.0,1,5,0
8202824,CLASS,0.0,81,0.0,1,0,0,2,0,0,0,23,22,0.5,2,6,0
6600361,CLASS,0.0,33,0.0,0,0,0,4,0,0,0,11,11,1.0,3,28,0
3898760,CLASS,0.0,43,0.0,3,0,0,3,0,3,4,3,0,0.0,3,4,0
5354426,CLASS,0.0,294,0.0,22,0,0,48,24,0,24,54,8,0.041666666666666664,48,60,0
5630626,CLASS,0.0,11,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0
6951541,CLASS,0.0,69,0.0,0,0,0,5,0,0,7,7,7,1.0,4,34,1
7763261,CLASS,0.0,62,0.0,6,0,0,8,0,0,2,11,5,0.25,8,11,0
9484836,CLASS,0.0,103,0.0,2,0,0,8,0,0,2,21,19,0.75,7,67,0
